,ERG
"TCEAL8>SNRNP200,+",1
"MCMBP>RPN1,+",1
"ARHGAP23>UBE2E3,+",1
"SNRNP200>UBE2E3,+",1
"DPYSL3>CMPK1,+",1
"CRBN>NME1,+",1
"SPPL2A>CRBN,+",1
"RPN2>PAIP2,+",1
"SFSWAP>POLR1D,+",1
"NAPRT>CTSL,+",1
"MED13>CTSL,+",1
"VPS13D>RPN1,+",1
"PSMB3>RHOJ,+",1
"TSR3>RPN1,+",1
"SELENOM>NDUFC2,+",1
"ARF1>SELENOM,+",1
"CNIH4>SELENOM,+",1
"NDUFS3>ATN1,+",1
"KHDRBS1>ATN1,+",1
"RTCB>PSMD13,+",1
"STRAP>EIF1B,+",1
"TGFBR3>RHOJ,+",1
"CNBP>MFNG,+",1
"PSMA3>MFNG,+",1
"ZEB1>CHMP3,+",1
"POLR2F>MFNG,+",1
"SYF2>SPCS2,+",1
"GFOD2>NDUFB7,+",1
"CEP350>PSME2,-",1
"MTPN>PSME2,+",1
"SFSWAP>PSME2,+",1
"PTPRA>PDLIM5,+",1
"GFOD2>PDLIM5,+",1
"ACTN1>ACKR1,+",1
"PTTG1IP>PARK7,+",1
"PTPRA>MFNG,+",1
"EIF4B>SMAD1,+",1
"SNRNP200>C5orf24,+",1
"ESD>MT-ATP8,+",1
"POLR2F>COTL1,-",1
"KDM2A>SF3B1,+",1
"PCGF2>EIF3F,+",1
"PTPRA>UBE2E3,+",1
"SFSWAP>UBE2E3,+",1
"FAM177A1>UBE2E3,+",1
"GSTP1>BCAP31,+",1
"FAM177A1>CAMLG,+",1
"POLR2F>MRPS34,+",1
"ACKR1>PDIA4,+",1
"ENO1>C19orf70,+",1
"RAMP3>NOP10,+",1
"MT-CYB>MT-CO1,+",1
"ZEB1>YY1,+",1
"COPS9>TCEAL8,+",1
"COPS9>CHSY1,+",1
"ZNF207>CHSY1,+",1
"ZEB1>TTC1,+",1
"SYF2>SETD5,+",1
"PSMB3>SETD5,+",1
"PCGF2>SFSWAP,+",1
"PCGF2>ESD,+",1
"HLA-C>ESD,+",1
"PTPRA>ESD,+",1
"FOXP1>PARP9,+",1
"MRPS34>PARP9,+",1
"MRPS34>SELENOM,+",1
"FLNA>TSHZ2,+",1
"GFOD2>CRBN,+",1
"SF3B1>CRBN,+",1
"ICAM2>SNRNP200,+",1
"SFSWAP>STRAP,+",1
"SLC38A2>PCBP1,+",1
"NDUFS3>MED13,+",1
"CTSA>GON4L,+",1
"CAVIN3>CTSD,+",1
"NAPRT>CTSD,+",1
"MCMBP>CTSD,-",1
"CTSA>KDM2A,+",1
"STRAP>KDM2A,+",1
"ARHGAP23>KDM2A,+",1
"NDUFS3>KDM2A,+",1
"ARF1>MED13,+",1
"VPS13D>ETFRF1,+",1
"PEBP1>PIK3C2A,+",1
"PTPRA>KHDRBS1,+",1
"RAB5C>MFNG,+",1
"NDUFS3>CCT7,+",1
"STRAP>CCT7,+",1
"BEND7>CCT7,+",1
"MCMBP>SUCLG1,+",1
"CTSA>SUCLG1,+",1
"CTSZ>NAPRT,+",1
"MCMBP>NAPRT,-",1
"CAVIN3>GON4L,+",1
"ATN1>MRPS34,+",1
"CTSA>ARHGAP23,+",1
"ERG>BOLA3,+",1
"TTC1>USP34,+",1
"PSMB5>MRPL33,+",1
"TCEAL8>FNBP1L,+",1
"TUT7>HIST1H1D,+",1
"FAM177A1>HIST1H1D,+",1
"TUT7>SLC38A2,+",1
"TCF25>SNRPB2,+",1
"ATP6V1G1>SNRPB2,+",1
"TRIP11>BOLA3,+",1
"BEND7>ERG,+",1
"SFSWAP>GNG12,+",1
"SELENOM>RILPL2,+",1
"CAVIN3>LSM8,+",1
"NAPRT>LSM8,+",1
"BEND7>LSM8,+",1
"MED13>LSM8,+",1
"NAPRT>ENO1,+",1
"CTSA>PEBP1,+",1
"BEND7>DDOST,+",1
"NDUFS3>DDOST,+",1
"RTCB>ALG5,-",1
"SPPL2A>FOXP1,+",1
"ATN1>FOXP1,+",1
"SPPL2A>SFSWAP,+",1
"RTCB>BNIP3L,+",1
"ARHGAP23>MXD4,+",1
"KDM2A>HDGFL3,+",1
"ALG5>CTSA,-",1
"ARHGAP23>CTSA,+",1
"RAB5C>WDR45B,+",1
"NDUFS3>WDR45B,+",1
"STRAP>SFSWAP,+",1
"CTSZ>SFSWAP,+",1
"NDUFS3>CNIH4,+",1
"CTSA>BEND7,+",1
"ICAM2>CNIH4,+",1
"PTPRA>RTF2,+",1
"CAVIN3>SEPT10,+",1
"RTCB>SEPT10,+",1
"GNG12>SEPT10,+",1
"DPYSL3>SEPT10,+",1
"PIK3C2A>PRRC2C,+",1
"DPYSL3>C19orf70,+",1
"NAPRT>ARHGAP23,+",1
"MED13>QSOX1,+",1
"SNRNP200>QSOX1,+",1
"ALG5>SKI,-",1
"VPS13D>SKI,+",1
"ALG5>BEND7,+",1
"DPYSL3>BEND7,+",1
"SFSWAP>SPPL2A,+",1
"TCEAL8>SPPL2A,+",1
"VPS13D>HOXB3,+",1
"NDUFS3>HOXB3,+",1
"CNIH4>HOXB3,+",1
"CTSA>DDRGK1,+",1
"ALG5>DDRGK1,-",1
"VPS13D>NDUFS3,+",1
"MED13>NDUFS3,+",1
"SELENOM>NDUFC1,+",1
"CAVIN3>BRI3,+",1
"ARF1>BRI3,+",1
"RTCB>MCAM,+",1
"ARHGAP23>MCAM,+",1
"SFSWAP>MCAM,+",1
"TCEAL8>LAMTOR1,+",1
"CAVIN3>BANF1,+",1
"PSMD7>WDR45B,+",1
"CRBN>WDR45B,+",1
"GSTP1>PDLIM1,+",1
"HDGFL3>ARPC4,+",1
"LAMTOR1>DAZAP1,-",1
"SCAND1>DAZAP1,+",1
"LAMTOR4>DAZAP1,+",1
"NBDY>LRRC1,+",1
"MRPL33>ATP5PO,+",1
"MCAM>ATP5PO,+",1
"ATP5PO>NCKAP1,+",1
"CCPG1>CALU,+",1
"EBF1>CALU,-",1
"SKI>TPR,+",1
"PTPRA>PICALM,+",1
"PSMD8>STRAP,+",1
"SKI>STRAP,+",1
"TCF25>DAZAP1,+",1
"LAMTOR4>TCF25,+",1
"CD81>FAM177A1,+",1
"CTSB>SERINC1,+",1
"EIF4A1>TACC1,+",1
"ARF1>CCT7,+",1
"EPB41L3>CCT7,+",1
"ERG>SMIM10,+",1
"SCAND1>TTC1,+",1
"SYF2>GNB1,+",1
"ATP6V0E1>TAX1BP1,+",1
"PSMD7>GNG12,+",1
"CTNNA1>GNG12,+",1
"CTNNA1>PYURF,+",1
"RAMP2>PYURF,+",1
"CTNNA1>NDUFB7,+",1
"RAMP2>NDUFB7,+",1
"RAP1B>CTNNA1,+",1
"RAMP2>CCPG1,+",1
"FAM177A1>CCPG1,+",1
"ATP5PO>SRSF2,+",1
"EIF4A1>FAM167B,+",1
"RAMP2>RALBP1,+",1
"GNG12>CCDC25,+",1
"RAMP2>MRPS34,+",1
"CD93>IL3RA,+",1
"HDGFL3>EBF1,+",1
"RAMP2>EIF3G,+",1
"TCF25>RPN1,+",1
"TTC1>NDUFAF3,+",1
"C19orf70>NDUFAF3,+",1
"CTSB>CCT7,+",1
"CD81>PSMD8,+",1
"FKBP1A>PIK3C2A,+",1
"PARP9>LY96,+",1
"EPB41L3>NCOA4,+",1
"RPS27L>PAIP2,+",1
"POLR1D>PTPRA,+",1
"YWHAB>PTPRA,+",1
"POLR1D>VEZF1,+",1
"EPB41L3>VEZF1,+",1
"LAMTOR4>VEZF1,+",1
"NDRG2>EPB41L3,+",1
"MFNG>DDB1,-",1
"PSMD8>ELF2,+",1
"EIF5>PIK3C2A,+",1
"RPS27L>SIVA1,+",1
"CCT7>SIVA1,+",1
"CTSB>SIVA1,+",1
"INPP1>SIVA1,-",1
"LAMTOR4>ZNF706,+",1
"EIF3L>PSMB5,+",1
"GNB1>RNF7,+",1
"CTSB>RNF7,+",1
"DPYSL3>INPP1,+",1
"TMEM167A>EIF5,+",1
"TMEM167A>PGK1,+",1
"MYL12B>CTSB,+",1
"CD81>UFC1,+",1
"POLR1D>PIK3C2A,+",1
"COPS6>TMEM167A,+",1
"EIF4A1>HSPE1,+",1
"YWHAB>NASP,+",1
"PSMD8>PIK3R3,+",1
"SKI>RPN2,+",1
"POLR1D>AKAP9,+",1
"STRAP>AKAP9,+",1
"CTSB>AKAP9,+",1
"MFNG>NDRG2,+",1
"LAMTOR4>NDRG2,+",1
"CTSB>RPS27L,+",1
"FNDC3A>POLR1D,+",1
"RPS27L>KIAA1109,+",1
"CD151>TRAM1,+",1
"POLR1D>TRAM1,+",1
"POLR1D>PARP9,+",1
"VEZF1>LAMTOR4,+",1
"FKBP1A>CD151,+",1
"RAMP2>SNRPD1,+",1
"GNG12>RHOJ,+",1
"TCEAL8>CTSZ,+",1
"PCGF2>WTAP,+",1
"GNG12>ZNF608,+",1
"CTSL>ZNF608,-",1
"MTPN>ZNF608,+",1
"ARL2>EMC3,+",1
"GSTP1>PSMD8,+",1
"PSMD8>NBDY,+",1
"ESD>PCGF2,+",1
"KDM2A>CEP350,+",1
"KDM2A>WTAP,+",1
"EIF4A1>KDM2A,+",1
"NUCB1>MAP3K3,+",1
"NUCB1>SERINC1,+",1
"SPCS2>SERINC1,+",1
"MED13>EIF4A1,+",1
"MAP3K3>EIF4A1,+",1
"UQCRQ>EIF4A1,+",1
"SELENOM>ATP6V0E1,+",1
"AP2B1>ANKRD10,+",1
"KDM2A>MAP3K11,+",1
"MED13>MAP3K11,+",1
"POLR2F>PLSCR1,+",1
"PSMD7>ENY2,+",1
"FAM177A1>GFOD2,+",1
"PCGF2>GFOD2,+",1
"FAM177A1>FLNA,+",1
"ATP6V0E1>COPS6,+",1
"ACKR1>ACTN1,+",1
"ESD>PAIP2,+",1
"ENY2>VMP1,+",1
"UBAC1>AP2B1,+",1
"C5orf24>AP2B1,+",1
"SYF2>MTCH1,+",1
"ENO1>MTCH1,+",1
"SELENOM>TTC1,+",1
"PABPN1>TTC1,+",1
"PSMD7>CBX3,+",1
"PABPN1>PLD3,+",1
"FOXP1>RTCB,+",1
"CAMLG>SNRNP200,+",1
"ENO1>SNRNP200,+",1
"UBAC1>TMEM14C,+",1
"PABPN1>TMEM14C,+",1
"NUCB1>GFOD2,+",1
"LAMTOR1>MAP3K11,+",1
"AP2B1>MAP3K3,+",1
"EIF4A1>PRRC2C,+",1
"RAMP2>PSMA3,+",1
"ATP5MG>ELF2,+",1
"AP2B1>ELF2,+",1
"ADCY4>ELF2,+",1
"UBA52>NAPRT,+",1
"TCF25>PSMD7,+",1
"SLC39A1>TIE1,+",1
"SNX1>DYNLRB1,+",1
"EIF4A1>DYNLRB1,+",1
"SNRPD1>PSMA3,+",1
"HDGFL3>NBDY,+",1
"TAGLN2>SETD5,+",1
"GNG12>ROBO4,+",1
"RND1>EDIL3,+",1
"RAP1B>PSMD7,+",1
"NBDY>NME1,+",1
"RAMP2>TCEAL9,+",1
"TCEAL8>BAG5,+",1
"RAP1B>BAG5,+",1
"GNG12>BAG5,+",1
"HDGFL3>PLEKHO1,+",1
"MAP3K11>MED13,+",1
"SLC39A1>NRP1,+",1
"MALAT1>INTS6,+",1
"PSMB3>AP2B1,+",1
"MATN2>PLSCR1,+",1
"NDUFB7>SELENOM,+",1
"ADCY4>SELENOM,+",1
"SLC39A1>RPN2,+",1
"NAPRT>SNX1,+",1
"KDM2A>SNX1,+",1
"SELENOM>KDELR1,+",1
"ANKRD10>WDR45B,+",1
"NAPRT>SCP2,+",1
"ENTPD1>NUDC,+",1
"MAP3K11>NUDC,+",1
"PSMD8>NUDC,+",1
"UQCRQ>LAMTOR1,+",1
"NAPRT>LAMTOR1,+",1
"WDR45B>UBE2E3,+",1
"MAP3K3>UBE2E3,+",1
"SLC39A1>UBE2E3,+",1
"MAP3K11>UBE2E3,+",1
"ANKRD10>AP2B1,+",1
"SKIL>USP34,+",1
"CCT3>SEC31A,+",1
"RTF2>SNX17,+",1
"NIPBL>SUGT1,+",1
"PLEKHO1>MED13,+",1
"FAM177A1>LRRC8A,+",1
"GMPR2>LRRC8A,+",1
"ATP8B1>LRRC8A,+",1
"GMPR2>OS9,+",1
"NDUFA1>OS9,+",1
"MAGEH1>SLC39A1,-",1
"RALBP1>SLC39A1,+",1
"PAIP2>SLC39A1,+",1
"ATP8B1>SUGT1,+",1
"UBE2E3>TBL1XR1,+",1
"UQCRQ>PAIP2,+",1
"MRPS34>PABPN1,+",1
"ATP8B1>PDCD4,+",1
"EIF4A1>HSPA2,+",1
"LPP>IK,+",1
"NDUFAF3>CCND3,+",1
"COX4I1>CCND3,-",1
"LPP>ZNF706,+",1
"PSMA3>ZNF706,-",1
"LPP>ZKSCAN1,+",1
"KDM2A>GSTK1,+",1
"ATP5PD>UFC1,+",1
"GMPR2>MRPS34,+",1
"CNDP2>A4GALT,+",1
"ARL2>A4GALT,+",1
"CTSC>ACKR1,+",1
"NELFE>P4HB,+",1
"HM13>P4HB,+",1
"PAIP2>UBE2E3,+",1
"NIPBL>KDM2A,+",1
"NDUFAF3>KDM2A,+",1
"TRIP11>POLR1D,+",1
"RUNX1T1>RTCB,+",1
"MAGEH1>WDR45B,+",1
"LPP>RTCB,+",1
"SLC29A1>LIMS2,+",1
"NIPBL>LIMS2,+",1
"AGO3>PLEKHA3,+",1
"ERG>PLEKHA3,+",1
"UBE2E3>PLEKHA3,-",1
"HPCAL1>WDR45B,+",1
"KDM2A>WDR45B,+",1
"PSMA3>WDR45B,+",1
"POLR1D>NDUFAF3,-",1
"NDUFAF3>SLC29A1,+",1
"HPCAL1>SLC29A1,+",1
"PINK1>SNRPD1,+",1
"SCP2>ATP6V0E1,+",1
"ARF1>ARL4A,+",1
"NDUFB7>SKI,+",1
"MRPL33>ANXA11,+",1
"SNRNP200>TRIP11,+",1
"LRRC32>PSMD8,+",1
"NSRP1>JAK1,+",1
"SNRNP200>UFC1,+",1
"UFC1>TCEAL9,+",1
"NCKAP1>TGOLN2,+",1
"RPS28>RPS29,+",1
"NASP>PSMA3,+",1
"YWHAB>RAB5C,+",1
"PRKDC>PINK1,+",1
"SNRPD1>PINK1,+",1
"GRN>PPP1R14B,+",1
"NCKAP1>PPP1R14B,+",1
"SKI>PRKDC,+",1
"PINK1>PRKDC,+",1
"NDUFB7>STIM2,+",1
"AP2B1>PSMB5,+",1
"NASP>TSC22D3,+",1
"SERINC1>AKAP9,+",1
"WWP1>AGO3,+",1
"TRIP11>RUNX1T1,+",1
"TBL1XR1>MAGEH1,+",1
"FAM177A1>MAGEH1,+",1
"XRCC6>WWP1,+",1
"UBE2E3>HPCAL1,+",1
"XRCC6>ANKRD28,+",1
"RPS29>GSDMD,+",1
"RALBP1>GSDMD,+",1
"COX4I1>GSDMD,+",1
"RALBP1>PSMA3,+",1
"MRPS34>ERBIN,+",1
"GMPR2>ERBIN,+",1
"UBE2E3>EMC3,+",1
"KDM2A>EMC3,+",1
"TRIP11>SNX1,+",1
"ATP8B1>SNX1,+",1
"LPP>SNX1,+",1
"COX4I1>XRCC6,+",1
"ATP8B1>AGO3,+",1
"UBE2E3>ZNF207,+",1
"PSMC4>C8orf33,-",1
"SKIL>SEC31A,+",1
"RTF1>TCEAL3,+",1
"FLNB>LARS,+",1
"NOL7>TTC1,+",1
"GNG12>TTC1,+",1
"ARL2>TTC1,+",1
"RTF1>RPN2,+",1
"KHDRBS1>WDR45B,+",1
"NOL7>SLTM,+",1
"PSMC5>NIPBL,+",1
"TCEAL3>MRPS34,+",1
"TCEAL3>PSMC4,+",1
"ADCY4>LARS,+",1
"NELFE>PSMC4,+",1
"RALBP1>SELENOM,+",1
"PDIA4>HM13,+",1
"CNDP2>OS9,+",1
"PLEKHO1>PARP9,+",1
"PSMC4>AP2B1,+",1
"KHDRBS1>AP2B1,+",1
"NIPBL>SETD5,+",1
"RTF1>KDM2A,+",1
"CIR1>TCEAL8,+",1
"ADCY4>ZNF292,+",1
"TCEAL3>C8orf33,+",1
"DENR>USP34,-",1
"USP34>CDC37,+",1
"RTN4>TRMT112,+",1
"COPS6>TIMMDC1,+",1
"RHOJ>SLK,+",1
"PTTG1IP>SLK,+",1
"UFC1>ATP8B1,+",1
"CNBP>ZKSCAN1,+",1
"ZNF207>ZKSCAN1,+",1
"NIPBL>ZKSCAN1,+",1
"ZKSCAN1>ZNF207,+",1
"OS9>KANSL1,+",1
"YWHAB>ICA1,+",1
"RHOJ>ICA1,+",1
"RTN4>TCEAL8,+",1
"MXI1>TCEAL8,-",1
"PTTG1IP>TCEAL8,+",1
"C19orf70>GNG12,+",1
"MKLN1>GNG12,+",1
"MKLN1>MXI1,+",1
"YWHAB>NDUFA1,+",1
"PLEKHA3>KDM2A,+",1
"ATP8B1>MAP3K11,+",1
"TTC1>MAP3K11,+",1
"GNL3>NDUFS8,+",1
"ARL2>DPY30,+",1
"GNL3>SNRPB,+",1
"SPPL2A>DMAC1,+",1
"TMEM167A>DMAC1,+",1
"PSMC4>AK2,+",1
"MRPS34>GNL3,+",1
"CTSC>PPP1R14B,+",1
"MRPS34>ATP5PD,+",1
"GNG12>NDUFS8,+",1
"KDELR1>NDUFS8,+",1
"ARL2>PDIA4,+",1
"RTF1>PSMA3,-",1
"NELFE>PSMA3,+",1
"ARPC2>GRN,+",1
"PLEKHO1>RAB5C,+",1
"CNBP>RAB5C,+",1
"PSMC4>HOXB4,+",1
"C19orf70>HOXB4,+",1
"WDR45B>STRAP,+",1
"PPP1R14B>STRAP,+",1
"CNDP2>DPY30,+",1
"TCEAL3>DPY30,+",1
"GNL3>COTL1,+",1
"SPPL2A>COTL1,-",1
"HM13>BANF1,+",1
"NASP>TM7SF3,+",1
"CTSC>TM7SF3,+",1
"SPPL2A>ATRAID,+",1
"PLEKHO1>ATP8B1,+",1
"NELFE>ATP8B1,+",1
"SLTM>ATP8B1,+",1
"ATRAID>ATP8B1,+",1
"ARL2>TCEAL8,+",1
"ARL2>CHMP2A,+",1
"DMAC1>TMEM167A,+",1
"UBE2E3>ARL2,-",1
"SETD5>BOLA3,+",1
"TCEAL3>BOLA3,+",1
"WDR45B>KHDRBS1,+",1
"NELFE>ERH,+",1
"NELFE>CLTA,+",1
"KHDRBS1>CLTA,+",1
"NELFE>NOL7,+",1
"SCP2>SEPT2,+",1
"LRRC32>APPL1,+",1
"TRIP11>NUDCD1,+",1
"SAP18>HOXB3,+",1
"TPM3>SEMA6B,+",1
"NIPBL>DHX9,+",1
"CCT7>DHX9,+",1
"TPM3>DHX9,+",1
"CCT7>TSR3,+",1
"PSMB5>TSR3,+",1
"KANSL1>POLK,+",1
"SMAD1>HSPA2,+",1
"ZNHIT1>HSPA2,+",1
"TPM3>NDUFB7,+",1
"EIF4A1>HIST1H1D,+",1
"TUBB>SLC25A3,+",1
"ESD>FAM177A1,+",1
"SNX1>NDUFB7,+",1
"OAZ1>NDUFB7,+",1
"OAZ1>ZC3H13,+",1
"NDUFB7>MRPS34,+",1
"NME1>AP2B1,+",1
"HADHA>AP2B1,+",1
"SNX1>TTC3,+",1
"RBMX>TMEM59,+",1
"UBC>PINK1,+",1
"YME1L1>NUDCD1,+",1
"NIPBL>HNRNPD,+",1
"CANX>VCP,+",1
"NIPBL>MATN2,+",1
"EIF4B>MATN2,+",1
"SLC25A5>MATN2,+",1
"SMAD1>MATN2,+",1
"RAI14>AKAP13,+",1
"CANX>AKAP13,+",1
"S100A11>TPM3,+",1
"CTSB>RAB5C,+",1
"DHX9>HADHA,+",1
"CCT7>PSMD8,+",1
"TUBB>HADHA,+",1
"IL1R1>FKBP9,+",1
"PINK1>FKBP9,+",1
"PSMD8>SNRPD1,+",1
"KANSL1>SNRPD1,+",1
"NDUFAF3>SNRPD1,+",1
"PARK7>SNRPD1,+",1
"SLC25A5>PSMD8,+",1
"IL1R1>PSMD8,+",1
"PSMB5>RNF181,+",1
"NME1>RNF181,+",1
"SKIL>CCT7,+",1
"TUT7>C8orf33,+",1
"TCEAL8>TTC1,+",1
"PTPRA>TTC1,+",1
"CCT6A>TTC1,+",1
"CCT6A>POLR2F,+",1
"NUCB1>HADHA,+",1
"NME1>HADHA,+",1
"FAM177A1>FAM200B,+",1
"IFITM3>FAM200B,+",1
"SBDS>COX5A,+",1
"AP2B1>C8orf33,+",1
"TUT7>PABPC4,+",1
"SKIL>C8orf33,+",1
"SNX1>TUT7,+",1
"TCF25>FLOT1,+",1
"PEBP1>IFNGR1,+",1
"SLC38A2>FIS1,+",1
"TCF25>GABARAPL1,+",1
"SNX1>GABARAPL1,+",1
"GNB2>GABARAPL1,+",1
"FAM200B>ECHS1,+",1
"CCT6A>PSMB2,+",1
"C8orf33>PSMB2,+",1
"NDUFB7>MFNG,+",1
"FAM177A1>MFNG,+",1
"AP2B1>CNDP2,+",1
"HADHA>CTSL,+",1
"CCT6A>CTSL,+",1
"HADHA>PCGF2,+",1
"MYL12B>CHMP2A,+",1
"FAM177A1>CCT3,+",1
"TTC3>ARL2,+",1
"SNX1>CMPK1,+",1
"PTPRA>CMPK1,+",1
"NME1>TUBA1A,+",1
"FLOT1>TUBA1A,+",1
"SNX1>SF3A3,+",1
"ESD>SF3A3,+",1
"NFIC>SF3A3,+",1
"CCT6A>FAM69B,+",1
"SBDS>FAM43A,+",1
"SNX1>MCMBP,+",1
"ESD>MCMBP,+",1
"SNX1>DMAC1,+",1
"NDUFAF3>NIPBL,+",1
"KANSL1>NIPBL,+",1
"IL1R1>NIPBL,+",1
"BAZ1B>PHACTR4,+",1
"YME1L1>PPP1R14B,-",1
"WDR45B>PPP1R14B,+",1
"YME1L1>PARP9,+",1
"HADHA>PARP9,+",1
"AP2B1>PARP9,+",1
"INTS6>YME1L1,+",1
"DPYSL2>DUSP23,+",1
"TCF25>SCP2,+",1
"SCP2>SNRPD2,+",1
"SKI>PHACTR4,+",1
"DPYSL2>SERPINB6,+",1
"PSMD8>TMEM14C,+",1
"PHACTR4>SKI,+",1
"GHITM>SKI,+",1
"HADHA>ISCU,+",1
"SKI>POLK,+",1
"GHITM>TCF25,+",1
"SCP2>PALMD,+",1
"HIST1H4C>CD151,+",1
"DUSP23>RHOB,+",1
"SKI>PPP1R14B,+",1
"GHITM>MRPS34,+",1
"DNAJB4>MKLN1,+",1
"PPP1R14B>SF3B6,+",1
"SNRNP200>AP2B1,+",1
"NCKAP1>UBE2E3,+",1
"ARF1>UBE2E3,+",1
"SBDS>SYF2,+",1
"NASP>CTSZ,+",1
"TGFBR3>CTSZ,+",1
"SNRNP200>KANSL1,+",1
"YME1L1>NCKAP1,+",1
"MRPL33>PSMD12,+",1
"SNRNP200>PSMD12,+",1
"AP2B1>PSMD12,+",1
"TCF25>EIF4A1,+",1
"GHITM>EIF4A1,+",1
"SKI>AP2B1,+",1
"SCP2>PSMB5,+",1
"SCP2>FOXP1,+",1
"TMEM14C>PSMD8,+",1
"EDF1>ADCY4,+",1
"BAZ1B>RPN2,+",1
"INTS6>RHOB,+",1
"COX7B>ENO1,+",1
"EIF1B>MFNG,+",1
"LDHA>ARL2,+",1
"SKI>NUCB1,+",1
"ZNHIT1>TCF25,+",1
"EIF4A1>TCF25,+",1
"DHX9>CCT7,+",1
"ENSA>EIF3G,+",1
"HIST1H1D>PSMB5,+",1
"KDM2A>PSMB5,+",1
"ZNHIT1>PSMB5,+",1
"EIF3G>EIF1B,+",1
"HIST1H1D>NAMPT,+",1
"COX6C>ENO1,+",1
"COX14>FAM177A1,+",1
"ZNHIT1>RBMX,+",1
"ATP6V0E1>WDR45B,+",1
"KANSL1>WDR45B,+",1
"CANX>WDR45B,+",1
"ENSA>EIF3F,+",1
"RPL4>EIF3F,+",1
"SAP18>KANSL1,+",1
"KANSL1>PIK3C2A,+",1
"SPPL2A>NUCB1,+",1
"GHITM>NUCB1,+",1
"POLR1D>TBC1D15,+",1
"GHITM>TBC1D15,+",1
"DPYSL2>AK2,+",1
"PPP1R14B>AK2,+",1
"YME1L1>INTS6,+",1
"SCP2>PKM,+",1
"BAZ1B>SAP18,+",1
"COX7B>SAP18,+",1
"BAZ1B>SNRPB,+",1
"PPDPF>SNRPB,+",1
"KDELR1>SNRPB,+",1
"COX5B>SPPL2A,+",1
"BAZ1B>MATN2,+",1
"ENO1>MATN2,+",1
"COX5B>MATN2,+",1
"SKI>CLTA,+",1
"TPR>MRPL33,+",1
"GHITM>KDM2A,+",1
"GHITM>H1FX,+",1
"PKM>COX7B,+",1
"AP2B1>TBC1D15,+",1
"HLA-C>PSMA7,+",1
"EIF3G>GINM1,+",1
"ERG>HMGN3,+",1
"YWHAQ>SNRNP200,+",1
"CANX>SMAD1,+",1
"AP2B1>RSBN1L,+",1
"B2M>HLA-A,+",1
"PSMB5>TMEM219,+",1
"RTL8C>CCDC186,+",1
"RBMX>HOXB4,+",1
"RTL8C>HOXB4,+",1
"RALBP1>HOXB4,+",1
"AP2B1>SNRNP200,+",1
"CCT7>ACP1,+",1
"MXD4>C8orf33,+",1
"NDUFB7>ACP1,+",1
"RALBP1>VPS36,+",1
"PSMB5>TM2D1,+",1
"ACTN4>CALCOCO2,+",1
"NDUFB9>SERINC1,+",1
"SF3B6>CIR1,+",1
"RTF2>VASP,+",1
"SPCS2>TAF10,+",1
"CCT7>TAF10,+",1
"RALBP1>ATP6V1G1,+",1
"RBMX>HNRNPM,+",1
"KMT2A>TM7SF3,+",1
"SPCS2>SUCLG1,+",1
"NDUFB7>CCT7,+",1
"RTL8C>MRPS34,+",1
"NDUFB9>MRPS34,+",1
"NDUFB7>NDUFC1,+",1
"NDUFB7>PTPRA,+",1
"AP2B1>PDLIM5,+",1
"TSC22D3>PDLIM5,+",1
"NDUFB7>NEDD8,+",1
"CANX>NEDD8,+",1
"CCDC186>RTL8C,+",1
"HOXB4>RTL8C,+",1
"PSMB5>IK,+",1
"ACTN4>TPR,+",1
"TMEM219>SBDS,+",1
"RPN1>NDUFB9,+",1
"ACTN4>STIM2,+",1
"NDUFB9>RPN1,+",1
"RALBP1>ENO1,+",1
"SH3BGRL3>RNF7,+",1
"TM2D1>TAF10,+",1
"NDUFB7>TAF10,+",1
"AP2B1>CD109,+",1
"PTPRA>ARPC3,+",1
"ANXA5>C14orf119,+",1
"TMEM109>MTPN,+",1
"PINK1>PSMB5,+",1
"NDUFA12>PSMB5,+",1
"CCT7>ZNF22,+",1
"MXD4>ZNF22,+",1
"PDAP1>ZNF22,+",1
"PSMD8>ISCU,+",1
"ANXA5>TCEAL3,+",1
"COPS2>DAZAP1,+",1
"NDUFA12>PTPRA,+",1
"NRN1>PTP4A2,+",1
"NDUFA12>PYURF,+",1
"GATA2>DNAJB6,+",1
"HLA-F>TUT7,+",1
"C8orf33>TUT7,+",1
"PTP4A2>PIK3R3,+",1
"TPR>RTCB,+",1
"MXD4>RTCB,+",1
"TCEAL3>C14orf119,+",1
"ISCU>CLTB,+",1
"FAM177A1>CD109,+",1
"TPR>CLTB,+",1
"CANX>NFIA,+",1
"CCT7>QSOX1,+",1
"CCT7>MTCH1,+",1
"SH3BGRL3>MTCH1,+",1
"ENO1>H1FX,+",1
"NDUFB7>H1FX,+",1
"LAMTOR1>DNAJC8,+",1
"PTP4A2>CSDE1,+",1
"ARF1>CSDE1,+",1
"NBDY>HEXB,+",1
"GATA2>PDAP1,+",1
"COPS2>TMEM109,+",1
"PTP4A2>PSMD8,+",1
"PTPRA>PSMD8,+",1
"PTPRA>SELENOM,+",1
"AP2B1>GTF2A2,+",1
"PTP4A2>GATA2,+",1
"TPR>NBDY,+",1
"GATA2>CLTB,+",1
"TPR>SKI,+",1
"TSC22D3>SKI,+",1
"RTF2>TCEAL8,+",1
"DNAJB14>DNAJC15,+",1
"PCMTD1>CMPK1,+",1
"MAP3K3>RHOJ,+",1
"FOXP1>PLCB4,+",1
"FAM177A1>NOL8,+",1
