,ERG
"MED13>ZBTB7A,+",1
"PIK3C2A>ZBTB7A,+",1
"PSMB5>RBMX,+",1
"MOB2>RBMX,+",1
"NUCB1>HSPA2,+",1
"SKI>HSPA2,+",1
"TTC1>SUMF2,+",1
"DYNC1H1>EIF1B,+",1
"RBMX>DYNC1H1,+",1
"EIF3G>ST13,+",1
"EIF3G>SERINC1,+",1
"PAIP2>BNIP3L,+",1
"MED13>PSMB5,+",1
"PIK3C2A>NIPBL,+",1
"MED13>EIF4B,+",1
"FAM177A1>SPCS3,+",1
"CD151>TPR,+",1
"EIF3G>CNKSR3,+",1
"RPS12>RPL34,+",1
"ITGB1BP1>MOB2,+",1
"RPS16>NME1,+",1
"C8orf33>SNX1,+",1
"RPS12>RPL37A,+",1
"ITGB1BP1>TTC1,+",1
"PSMB5>TTC1,+",1
"HPCAL1>TTC1,-",1
"RTCB>PRDM1,+",1
"MT-CYB>MT-ND3,+",1
"DDX46>TMEM109,+",1
"RPS16>TSPAN4,+",1
"PSMB5>TSPAN4,+",1
"DDX46>TSPAN4,+",1
"WDR45B>TSPAN4,+",1
"BSG>SETD5,+",1
"PRDM1>SETD5,+",1
"TCEAL8>HPCAL1,+",1
"RPN1>TCEAL8,+",1
"RTCB>PSMD8,+",1
"HIST1H1D>COX7B,+",1
"EIF3G>CHMP2A,+",1
"MED13>GINM1,+",1
"SKI>GINM1,+",1
"DYNC1H1>KHDRBS1,+",1
"CHMP2A>NUCB1,+",1
"PFN1>DNAJB6,+",1
"CHMP2A>PCDH17,+",1
"YWHAB>NEDD8,+",1
"PAIP2>NEDD8,+",1
"RNF7>PAIP2,+",1
"GIMAP7>TMEM14C,+",1
"CD151>SETD5,+",1
"GIMAP7>SETD5,+",1
"PLEKHA3>MATN2,+",1
"RNF7>MATN2,+",1
"RPL36A>MATN2,+",1
"DNAJB6>MATN2,-",1
"EIF3K>PIK3R3,+",1
"CHMP2A>NME1,+",1
"MRPS34>CHMP2A,+",1
"NUCB1>CHMP2A,+",1
"TPR>RTF2,+",1
"EIF3F>RTF2,+",1
"COX7C>FAM177A1,+",1
"NUCB1>FLOT1,+",1
"CTSB>TCEAL8,+",1
"DYNLL1>CD46,+",1
"ZBTB7A>PIK3C2A,+",1
"MOB2>PIK3C2A,+",1
"GINM1>EIF3G,+",1
"NEDD8>TMEM109,+",1
"PTPRA>PSMB3,+",1
"TMEM109>PSMB3,+",1
"SKI>CHD1,+",1
"ENO1>HIST1H1D,+",1
"PLD3>HIST1H1D,+",1
"MED13>NEDD8,+",1
"DYNLL1>NEDD8,+",1
"DYNLL1>SF3B6,+",1
"NEDD8>MXRA7,+",1
"NCKAP1>MXRA7,+",1
"ZBTB7A>MOB2,+",1
"PIK3C2A>MOB2,+",1
"MRPS34>NDUFB7,+",1
"RBMX>CDH5,+",1
"EIF3G>SNRPD2,+",1
"ECSCR>DDX46,+",1
"WDR45B>RTCB,+",1
"ITGB1BP1>WDR45B,+",1
"RTF2>HEXB,+",1
"CCT3>NDUFB7,+",1
"MRPS34>HADHA,+",1
"RTF2>PSMB5,+",1
"EIF3I>UBAC1,+",1
"TKT>ARHGDIA,+",1
"NDUFB7>GPX4,+",1
"TKT>NME1,+",1
"NUPR1>PLD3,+",1
"CCT3>PLD3,+",1
"RTF2>PARK7,+",1
"SFSWAP>NUPR1,+",1
"UBE2E3>CNBP,+",1
"TKT>CCT3,+",1
"UBE2E3>GNG12,+",1
"CCT3>GNG12,+",1
"GPX4>EIF3I,+",1
"TPR>DDX46,+",1
"UBE2E3>SERINC1,+",1
"SFSWAP>SERINC1,+",1
"TKT>MATN2,+",1
"DDX46>BAZ1B,+",1
"DEGS1>ARL4A,+",1
"MORF4L1>BAZ1B,+",1
"CHMP2A>SUMF2,+",1
"MFNG>HMGB2,+",1
"CHCHD2>PSMB5,+",1
"PSMD8>ZKSCAN1,+",1
"HIST1H1D>ZKSCAN1,+",1
"ARF1>CDH5,+",1
"PCBP1>CTSB,+",1
"CHMP2A>HIST1H1D,+",1
"PPP1R14B>HIST1H1D,+",1
"NDUFC1>FLOT1,+",1
"CHCHD2>FLOT1,+",1
"FOXP1>SURF4,+",1
"CHMP2A>SURF4,+",1
"ARL2>SURF4,+",1
"PNISR>SKI,+",1
"CCT3>PSMA3,+",1
"TKT>TTC1,+",1
"SFSWAP>EIF4B,+",1
"PLD3>BAZ1B,-",1
"PCDH17>EIF3F,+",1
"MRPL33>EIF1B,+",1
"DDX46>CBX3,+",1
"EIF3G>RPN1,+",1
"AP2B1>RPN1,+",1
"ITGB1BP1>RPN1,+",1
"ITGB1BP1>CCT3,+",1
"NDUFB7>CCT3,+",1
"MOB2>PSMA3,+",1
"WDR45B>HIST1H1D,+",1
"PRDM1>NUDCD1,+",1
"MT-CYB>AP2B1,+",1
"WDR45B>AK2,+",1
"DDX46>CIR1,+",1
"PPP1R14B>CIR1,+",1
"LAMTOR1>CIR1,+",1
"CBX3>CIR1,+",1
"MOB2>TCF25,+",1
"C8orf33>SFSWAP,+",1
"LAMTOR1>EIF3G,+",1
"MT-CYB>MT-ND1,+",1
"MT-CYB>PPP1R14B,+",1
"DDX5>PAIP2,+",1
"MOB2>RPN1,-",1
"NDUFB7>BZW1,+",1
"TKT>SYF2,+",1
"HIST1H1D>ERG,+",1
"KANSL1>SYF2,+",1
"CCT3>SYF2,+",1
"NUCB1>ATP6V1G1,+",1
"TKT>TMEM109,+",1
"KANSL1>TMEM109,+",1
"DEGS1>SEC31A,+",1
"EIF1B>PLRG1,+",1
"SFSWAP>NUDCD1,+",1
"NUPR1>DEGS1,+",1
"PLD3>DEGS1,+",1
"ARL4A>DEGS1,+",1
"PEBP1>KANSL1,+",1
"SKI>SOCS2,+",1
"SELENOM>CHCHD1,+",1
"SKI>CHCHD1,+",1
"TKT>CHCHD1,+",1
"EIF3I>CHCHD1,+",1
"SKI>BIRC3,+",1
"HDGF>BIRC3,+",1
"ACP1>SNRNP200,+",1
"TMEM54>PPP1R14B,+",1
"C19orf70>SKI,+",1
"FAM200B>SFSWAP,+",1
"NDUFB7>ENO1,+",1
"ARL2>ARHGAP23,+",1
"C8orf33>PSMD8,+",1
"TMEM167A>TMEM14C,+",1
"FAM177A1>TTC1,+",1
"RTCB>SYF2,+",1
"TMEM167A>SYF2,+",1
"PSMA3>EIF4H,-",1
"TMEM14C>TOR1AIP2,+",1
"ESD>SFSWAP,+",1
"PSMA3>SKI,+",1
"RTCB>SFSWAP,+",1
"RNF181>EIF4A1,+",1
"TCF25>RTCB,+",1
"FAM200B>ATP5MF,+",1
"PSMA3>NFIC,+",1
"ARL2>TMEM167A,+",1
"C8orf33>TMEM167A,+",1
"NDUFA1>MED13,+",1
"NDUFB7>SPCS2,+",1
"NEDD8>PSMC4,+",1
"UFC1>PSMC4,+",1
"TMEM14C>PSMC4,+",1
"RAB13>PSMC4,+",1
"ESD>GNG12,+",1
"NEDD8>GNG12,+",1
"RHOJ>GNG12,+",1
"GRN>GNG12,+",1
"TMEM14C>GNG12,+",1
"TMEM14C>VPS13D,+",1
"RTCB>VPS13D,-",1
"AP2B1>MTCH1,+",1
"TAOK1>MTCH1,+",1
"ARPC4>METTL9,+",1
"NDUFB7>PSMB5,+",1
"HNRNPM>CTSZ,+",1
"ESD>CTSZ,+",1
"PDIA4>CTSZ,+",1
"ATP6V0E1>CTSZ,+",1
"CHCHD1>SMAD1,+",1
"NDUFA1>NDUFB7,+",1
"ARL2>PSMC4,+",1
"PSMA3>PSMC4,+",1
"ENO1>GPX4,+",1
"PDIA4>HSPA2,+",1
"CHCHD1>HSPA2,+",1
"UBE2E3>PTPRA,+",1
"CHMP3>UQCRQ,+",1
"TRAPPC1>RPN2,+",1
"CYYR1>BNIP3L,+",1
"TRAPPC1>BNIP3L,+",1
"VPS28>BNIP3L,+",1
"TMEM173>PCGF2,+",1
"NDUFA1>TMEM109,+",1
"CTSL>TMEM109,+",1
"ANAPC11>NDUFA1,+",1
"PTTG1IP>NDUFA1,+",1
"CTSB>IER3,+",1
"ARL2>MRPL33,+",1
"UBE2E3>GOLGA4,+",1
"VPS28>NDUFB7,+",1
"ATP6V0E1>PSMB5,+",1
"CLTB>PSMB5,+",1
"NDUFA1>VPS28,+",1
"EIF4A1>HNRNPD,+",1
"ARL2>HNRNPD,+",1
"ARL2>UQCRQ,+",1
"NEDD8>PTPRA,+",1
"NEDD8>RAB10,+",1
"ECE1>SEMA6B,+",1
"RHOJ>ATP8B1,+",1
"MRPL33>COX7B,+",1
"FAM177A1>COX7B,+",1
"C8orf33>SLC25A5,+",1
"C8orf33>ST13,+",1
"CHCHD1>ST13,+",1
"C8orf33>FAM200B,+",1
"SPCS2>FAM200B,+",1
"TMEM14C>RALBP1,+",1
"RNF181>CHMP2A,+",1
"RNF181>EPB41L4A,+",1
"TMEM167A>PDAP1,+",1
"HSPA2>LAMTOR1,+",1
"UBE2E3>LAMTOR1,+",1
"CD81>LAMTOR1,+",1
"HSPA2>IL3RA,+",1
"PSMC5>UBE2E3,+",1
"SSBP4>UBE2E3,+",1
"CTSL>SEMA6B,+",1
"NDUFA1>UFC1,+",1
"ENO1>MGST3,+",1
"C8orf33>WDR45B,+",1
"ARL2>RND3,+",1
"MFNG>SCP2,+",1
"PKM>SCP2,+",1
"VPS29>CHCHD1,+",1
"EVL>CHCHD1,+",1
"TCF25>CHCHD1,+",1
"CRBN>CHCHD1,+",1
"COX6C>SERINC3,+",1
"ARL2>SERPING1,+",1
"MFNG>SERPING1,+",1
"WDR45B>EVL,+",1
"PSMD8>EVL,+",1
"CANX>NIPBL,+",1
"PPP1R15A>NFKBIA,+",1
"NUCB1>CCDC12,+",1
"ARL2>CCDC12,+",1
"EIF1B>TCF25,+",1
"TCF25>NUCB1,+",1
"PPP1R15A>GINM1,+",1
"ANXA5>TMED9,+",1
"HOXB4>TTC1,+",1
"ANXA5>SPCS3,+",1
"TCF25>HOXB4,+",1
"ARL2>ERG,+",1
"NBDY>VPS13C,+",1
"EMP2>ARHGAP23,+",1
"TCF25>COX4I1,+",1
"TUBB>COX4I1,+",1
"ATP5F1E>CD109,+",1
"CRBN>FIS1,+",1
"TAF10>TTC1,+",1
"LAPTM4B>TTC1,-",1
"VPS13C>FAM177A1,+",1
"BANF1>FAM177A1,+",1
"SERINC1>FAM177A1,+",1
"PLSCR1>MATN2,+",1
"ATP6V0E1>SF3B1,+",1
"C19orf70>SF3B1,+",1
"ARPC2>NBDY,+",1
"C19orf70>NBDY,+",1
"NASP>GRN,+",1
"ACKR1>GRN,+",1
"OST4>CLEC2B,+",1
"NUCB1>TMED9,+",1
"EIF1B>HOXB4,+",1
"NDUFB7>WDR45B,+",1
"SLTM>ARHGAP31,+",1
"TCF25>RAB5C,+",1
"RPL27>RAB5C,+",1
"SERPING1>NEDD8,+",1
"COX6C>PSMA7,+",1
"SPCS3>EIF4A1,+",1
"NDUFB7>TCF25,+",1
"PEBP1>TCF25,+",1
"C8orf33>TCEAL8,+",1
"EIF3F>TCEAL8,+",1
"NDUFB7>NDUFA1,+",1
"ARPC4>PEBP1,+",1
"ENO1>FAM177A1,+",1
"SNRPG>FAM177A1,+",1
"MRPL33>C19orf70,+",1
"C8orf33>CCT7,+",1
"NDUFB7>PSMA3,+",1
"RTCB>ARL2,+",1
"FAM177A1>IL3RA,+",1
"TMEM167A>WDR45B,+",1
"COX8A>RAB5C,+",1
"ARHGAP31>CCT7,+",1
"CALM2>HOXB4,+",1
"TCF25>LGALS1,+",1
"ARL2>SNRNP200,+",1
"ARHGAP31>ZKSCAN1,+",1
"SNRNP200>ZKSCAN1,+",1
"SLTM>GON4L,-",1
"WDR45B>SNRPB2,+",1
"ARL2>SNRPB2,+",1
"CALM2>SLTM,+",1
"COX6C>CDC37,+",1
"NUCB1>CDC37,+",1
"PKM>PARP9,+",1
"WDR45B>PARP9,+",1
"TCF25>UFC1,+",1
"TCF25>EIF1B,+",1
"RAB5C>COX8A,+",1
"CRBN>COX8A,+",1
"NIPBL>PRDM1,+",1
"KDM2A>PRDM1,+",1
"COX8A>JAK1,+",1
"UFC1>LGALS1,+",1
"FOXP1>PSMD8,+",1
"ECE1>CTSB,+",1
"VPS28>PAIP2,+",1
"TCF25>FAM200B,+",1
"SKIL>TOMM7,+",1
"RPN2>HLA-F,+",1
"SLC25A3>EIF2A,+",1
"HNRNPD>ISG15,+",1
"PSMD8>PSMB3,+",1
"LY96>IL13RA1,+",1
"TMOD3>IL13RA1,+",1
"LY96>OS9,+",1
"FAM177A1>OS9,+",1
"LIMS2>PSMB5,+",1
"LY96>PSMB5,+",1
"GHITM>MAP4,+",1
"NFIC>PSMD8,+",1
"RAB5C>FAM177A1,+",1
"KIAA0355>PSMB3,+",1
"CAMSAP2>PSMB3,+",1
"EIF3K>MFNG,+",1
"TIMP2>FN1,+",1
"PGK1>FN1,+",1
"RPS29>TOMM7,+",1
"GHITM>PSMC4,+",1
"C19orf70>HSPA2,+",1
"COPS6>PSMC4,+",1
"ELOB>PIK3C2A,+",1
"SKIL>PIK3C2A,+",1
"OS9>SELENOM,+",1
"PSMD8>PTPRA,+",1
"GHITM>DDX46,+",1
"HNRNPD>DDX46,+",1
"PTPRA>DYNC1H1,+",1
"PSMD8>DYNC1H1,+",1
"PSMB3>LY96,+",1
"FAM177A1>LAMTOR1,+",1
"TMOD3>LAMTOR1,+",1
"PSMD8>LAMTOR1,+",1
"CNBP>FLOT1,+",1
"ARPC1B>FLOT1,+",1
"DYNC1H1>GPX4,+",1
"PECAM1>SRSF5,+",1
"MEF2C>TIE1,+",1
"GHITM>CHMP2A,+",1
"TUBB>GRN,+",1
"FN1>SUB1,+",1
"PSMB3>RAN,+",1
"LY96>WDR45B,+",1
"ARPC4>ARL2,+",1
"ATP6V0E1>PARP9,+",1
"PARP9>MTCH1,+",1
"EIF1B>MTCH1,+",1
"TMEM43>MTCH1,+",1
"CNBP>PGK1,+",1
"TMEM54>CITED2,+",1
"MTCH1>ACP1,+",1
"RAB5C>ACP1,+",1
"ENO1>PABPC4,+",1
"KIAA0355>ZNF791,-",1
"DYNC1H1>ZNF791,+",1
"NUCB1>ZNF791,+",1
"ACP1>GLRX5,+",1
"CITED2>CIR1,-",1
"NDUFB7>PDLIM5,+",1
"NME1>GNG12,+",1
"C19orf70>DAZAP1,+",1
"TMEM43>DAZAP1,+",1
"PSMD8>PCDH17,+",1
"C19orf70>ARL2,+",1
"RAB5C>DRAP1,+",1
"FAM177A1>HNRNPA0,+",1
"NFIC>FOXP1,+",1
"C19orf70>NFIC,+",1
"NFIC>C19orf70,+",1
"GNG12>C19orf70,+",1
"FAM177A1>C19orf70,+",1
"NFIC>TMOD3,+",1
"MTPN>PCGF2,+",1
"CAMSAP2>PCGF2,-",1
"TMEM54>EIF2S2,+",1
"C19orf70>EIF2S2,+",1
"HIST1H1D>EIF2S2,+",1
"HIST1H1D>RAB5C,+",1
"ACP1>RAB5C,+",1
"C19orf70>EIF1B,+",1
"PABPC4>TTC1,+",1
"HIST1H1D>TTC1,+",1
"MTPN>TTC1,+",1
"PARP9>NDUFA1,+",1
"C19orf70>C12orf57,+",1
"RAB5C>SFSWAP,+",1
"ELOB>EIF5,+",1
"HNRNPD>WDR45B,+",1
"NEDD8>SETD5,+",1
"CD151>CTSD,+",1
"NUDCD1>SFSWAP,+",1
"MXD4>TTC1,+",1
"RAPGEF1>NAPRT,+",1
"CTSD>NAPRT,+",1
"PLD3>AK2,+",1
"S100A11>AK2,+",1
"SLFN5>PRDM1,+",1
"MCAM>GNG12,+",1
"CTSD>GNG12,+",1
"MCAM>EIF1B,-",1
"RBL2>TMEM109,+",1
"DAZAP1>TMEM109,+",1
"NASP>KANSL1,+",1
"S100A11>PSMD8,+",1
"ZNF706>PLEKHO1,+",1
"CD151>MOB2,+",1
"PPP1R14B>CCDC186,+",1
"YME1L1>RLIM,+",1
"ATF6>SLFN5,+",1
"WAC>CTSD,+",1
"ZNF706>PSMB5,+",1
"RPN1>DAZAP1,+",1
"AK2>PSMB5,+",1
"SCP2>SETD5,+",1
"ARL2>FLOT1,+",1
"PTTG1IP>SKI,+",1
"ATP6V0E1>NEDD8,+",1
"CLIC1>MESD,+",1
"PTTG1IP>MESD,+",1
"VPS28>CCT7,+",1
"UQCRQ>CHMP3,+",1
"PTPRA>CHMP3,+",1
"PSMC5>C8orf33,+",1
"VPS28>MAP3K3,+",1
"CLIC1>SSBP4,+",1
"TM9SF3>ADCY4,+",1
"RAPGEF1>ADCY4,+",1
"WDR45B>FAM200B,+",1
"MRPS34>FAM200B,+",1
"RPN1>FAM200B,+",1
"MXD4>C19orf70,-",1
"NBDY>C19orf70,+",1
"ATF6>RPGR,+",1
"CD151>CACYBP,+",1
"COPS6>WDR45B,+",1
"EIF1B>WDR45B,+",1
"RAPGEF1>CCPG1,+",1
"RBL2>ZNF706,+",1
"NAPRT>MED13,+",1
"DAZAP1>SNRNP70,+",1
"ARF1>GOLGB1,+",1
"MXD4>VPS28,+",1
"CMPK1>VPS28,+",1
"RAPGEF1>ERP29,+",1
"AK2>PARP14,+",1
"VDAC2>KDM2A,+",1
"VDAC2>GPBP1,+",1
"RAPGEF1>GPBP1,+",1
"NASP>GPBP1,+",1
"FAM200B>STAU1,+",1
"RAPGEF1>VDAC2,+",1
"TCF25>HIST1H1D,+",1
"VDAC2>HIST1H1D,+",1
"FAM200B>SERPING1,+",1
"PECAM1>CTNNB1,+",1
"NASP>PPP1R14B,+",1
"FAM200B>WDR45B,+",1
"WDR45B>CACYBP,+",1
"RAPGEF1>NBDY,+",1
"S100A11>PEA15,+",1
"DAZAP1>RPN1,+",1
"RBL2>TM9SF3,+",1
"FAM200B>ELF2,+",1
"RAPGEF1>ELF2,+",1
"TCF25>ELF2,+",1
"RPGR>SOCS2,+",1
"NASP>PARP9,+",1
"AK2>PLD3,+",1
"VDAC2>PLD3,+",1
"YME1L1>HSPH1,+",1
"TM9SF3>HSPH1,-",1
"EIF1B>HSPH1,+",1
"MRPS34>PA2G4,+",1
"ARL2>YWHAB,+",1
"WAC>MAP4,+",1
"MXD4>EIF3I,-",1
"NAPRT>RAPGEF1,+",1
"RBL2>CHCHD1,+",1
"SERINC1>ACTN4,+",1
