,PTEN
"PCGF2>SLIRP,+",1
"S100A4>SHISA5,+",1
"NME4>ZNF207,+",1
"EMC2>S100A4,+",1
"EMC2>DDX24,+",1
"DAZAP2>CALCOCO2,+",1
"NME4>CALCOCO2,+",1
"PPP3CA>EGLN1,+",1
"EMC2>C3orf58,+",1
"C5orf24>RNF168,+",1
"HECTD1>DDX23,+",1
"PRKCSH>RNF168,+",1
"GOLGA2>HECTD1,+",1
"C5orf24>HECTD1,+",1
"KAT6A>PPP3CA,+",1
"CBX3>PPP3CA,+",1
"NMI>PPP3CA,+",1
"LIPA>DDX23,+",1
"CBX3>C3orf58,+",1
"ZC3H14>DDX23,-",1
"GNB1>DDX23,+",1
"RTF1>TTC1,+",1
"PPP3CA>DMAC1,+",1
"SH3BGRL2>DMAC1,+",1
"H2AFJ>DMAC1,+",1
"PSMC5>BEND7,+",1
"UBE2Q2>ZNHIT1,+",1
"TXNDC12>ABCC4,-",1
"CCDC88A>ENSA,+",1
"ABCC4>TNFAIP1,+",1
"KDM2A>C8orf33,+",1
"SUGT1>C8orf33,+",1
"CLTA>PNRC2,+",1
"RAB14>PNRC2,+",1
"NME4>RECQL,+",1
"FAM171A1>RECQL,+",1
"LAMA5>RECQL,+",1
"RAB7A>SLC3A2,+",1
"SLIRP>SLC3A2,+",1
"SUGT1>CNOT4,+",1
"FBN1>AHSA1,+",1
"CYB5B>XPO1,+",1
"ZNHIT1>XPO1,+",1
"FBN1>XPO1,+",1
"PPDPF>TLK1,+",1
"LAMA5>CYB5B,+",1
"KDM2A>CYB5B,+",1
"SAT2>CLTA,+",1
"XPO1>FAM107B,+",1
"CNOT4>ZNF131,+",1
"CLTA>ZNF131,+",1
"MKNK2>DOCK9,+",1
"AES>DOCK9,+",1
"SAT2>DOCK9,+",1
"CX3CL1>NOSIP,+",1
"RTCB>TAX1BP1,+",1
"FCHO2>ECE1,+",1
"RAB7A>RUNX1T1,+",1
"GABARAPL1>HNRNPUL1,-",1
"C3orf58>HNRNPUL1,+",1
"FAM107B>HNRNPUL1,+",1
"SAT2>MKNK2,+",1
"CNOT4>KDM2A,+",1
"ABCC4>KDM2A,+",1
"RAP1B>BTG2,+",1
"KDM2A>CYSLTR1,+",1
"CNOT4>CBX5,+",1
"CNOT4>PSMC4,+",1
"FBN1>PSMC4,+",1
"FBN1>WBP11,+",1
"LAMA5>WBP11,+",1
"CCDC88A>NFAT5,+",1
"CNOT4>CYSLTR1,+",1
"WBP11>CX3CL1,+",1
"ENSA>CYSLTR1,+",1
"CNOT4>PSMA1,+",1
"ABCC4>EHD2,+",1
"SAT2>NR4A2,+",1
"PPP3CA>HIPK2,+",1
"KDM2A>HIPK2,+",1
"DLG1>CX3CL1,+",1
"CCDC88A>CX3CL1,+",1
"SUGT1>BTG2,+",1
"FAM171A1>RTCB,+",1
"SUGT1>SLC39A1,+",1
"ABCC4>SMC4,+",1
"TNFAIP1>RND3,+",1
"ABCC4>RND3,+",1
"XPO1>RTCB,+",1
"C3orf58>RTCB,+",1
"LAMA5>RTCB,+",1
"TAX1BP1>MBTPS1,+",1
"KDM2A>ZNHIT1,+",1
"CX3CL1>DLG1,+",1
"RAP1B>DMAC1,+",1
"CLTA>SUGT1,+",1
"PPP3CA>MBTPS1,+",1
"ENSA>MBTPS1,+",1
"NME4>FAM107B,+",1
"S100A4>NONO,+",1
"RGS16>ZNHIT1,+",1
"FCHO2>UGCG,+",1
"FCHO2>KPNB1,+",1
"VPS29>PEPD,+",1
"LAP3>SEC61B,+",1
"NR4A2>TAOK3,+",1
"FCHO2>TAOK3,+",1
"C1GALT1C1>AGFG1,+",1
"NUDT4>XRN2,+",1
"XRN2>TMEM30A,+",1
"DDX24>TMEM30A,+",1
"UBE2Q2>FBN1,+",1
"CPNE3>FBN1,+",1
"ZNF207>VPS29,+",1
"YWHAB>VPS29,+",1
"NFAT5>VAT1,+",1
"UBE2Q2>VAT1,+",1
"FCHO2>ZNHIT1,+",1
"C3orf58>NR4A2,+",1
"SUGT1>RND3,+",1
"UBE2Q2>TMEM256,+",1
"RND3>GIPC2,+",1
"SP110>GIPC2,-",1
"VAT1>FCHO2,+",1
"NR4A2>COPS2,-",1
"NFAT5>ERC1,+",1
"FCHO2>ERC1,+",1
"FBN1>TMEM256,+",1
"SLC25A11>FKBP9,+",1
"LAP3>TMEM256,+",1
"MORF4L1>MBTPS1,+",1
"XRN2>CYTH1,+",1
"STX12>CYTH1,+",1
"PSMF1>ITSN2,+",1
"TTF1>ARHGAP31,+",1
"WDR1>VAT1,+",1
"SUGT1>C1GALT1C1,+",1
"ZNF207>USP14,+",1
"SLC25A11>NME4,+",1
"RND3>SUGT1,+",1
"KDELR2>STX12,+",1
"NR4A2>WDR1,+",1
"XRN2>CBX3,+",1
"SUGT1>UPF2,+",1
"XRN2>TTF1,+",1
"MBTPS1>CCDC68,-",1
"SLC25A11>PSMF1,+",1
"FAM171A1>CCDC68,+",1
"PTEN>CCDC68,+",1
"GABARAPL1>RTF1,+",1
"PNRC2>RTF1,+",1
"CCDC88A>RTF1,+",1
"CYB5B>RPS17,+",1
"ANKRD12>SH3BGRL2,+",1
"UBE2Q2>SHOC2,+",1
"SP110>PPP3CA,+",1
"KDELR2>KDM2A,+",1
"LAP3>AKR1C3,+",1
"ZNF207>TRA2B,+",1
"BTG2>TRA2B,+",1
"YWHAB>TRA2B,+",1
"KCTD12>BTG2,+",1
"BTG2>EMC2,+",1
"SLC25A11>BUB3,+",1
"CPNE3>CSDE1,+",1
"KCTD12>BUB3,-",1
"NFAT5>RICTOR,+",1
"XRN2>RICTOR,+",1
"FCHO2>RICTOR,-",1
"ANKRD12>RAB4A,+",1
"FBN1>ZKSCAN1,+",1
"C3orf58>HIPK2,+",1
"TACC1>GABARAPL1,+",1
"SAT2>NDUFA10,+",1
"SLIRP>NDUFA10,+",1
"HBEGF>HBP1,-",1
"USP14>PRKCSH,-",1
"TOMM22>PRKCSH,+",1
"SLC30A7>PRKCSH,+",1
"ERC1>TCN2,+",1
"TCN2>ARL5B,+",1
"TOMM22>ARL5B,+",1
"FDPS>USP48,+",1
"UBE2R2>USP48,+",1
"ARL5B>USP48,+",1
"ERGIC2>USP48,+",1
"RAB5C>KLHL5,+",1
"ARL5B>KLHL5,-",1
"CBX3>PSMF1,+",1
"FAM107A>PSMF1,+",1
"CDC42EP3>HBP1,+",1
"MRPS18B>HBP1,+",1
"VAT1>HBP1,-",1
"NME4>RAB5A,-",1
"PKM>MRPS18B,+",1
"TES>USP14,+",1
"FAM107A>ERC1,-",1
"VPS37B>ERC1,+",1
"COX20>NR4A2,+",1
"HBP1>SAP30BP,+",1
"TINAGL1>RAB5A,+",1
"VAT1>CDC42EP3,+",1
"TOMM22>SYPL1,+",1
"PPP1R7>SYPL1,-",1
"HBP1>DMAC1,+",1
"S100A4>SMC4,-",1
"PPP4R3A>SMC4,+",1
"CDC42EP3>SMC4,+",1
"FDPS>GOLGA2,+",1
"UBE2R2>KDM2A,+",1
"VPS37B>KDM2A,+",1
"SLIRP>RGS16,+",1
"EMC2>NDUFA10,-",1
"C5orf24>TOP1,+",1
"ARID1A>CNOT4,+",1
"PPP4R3A>PHF5A,+",1
"ANP32E>POLK,+",1
"SLTM>RGS16,+",1
"CCDC88A>RGS16,+",1
"TDG>PTEN,+",1
"TMEM273>PCGF2,+",1
"HIGD2A>PCGF2,+",1
"TSPAN4>TMEM256,+",1
"SLTM>MCTP1,+",1
"CREBBP>PRKAA1,+",1
"PPP4R3A>TAX1BP1,+",1
"MAF1>NDUFA10,+",1
"TINAGL1>PTEN,+",1
"USP14>VCAM1,-",1
"SAP30BP>NME4,+",1
"UBE2R2>VCAM1,-",1
"SUCLG1>TMEM273,+",1
"VPS37B>ZNHIT1,+",1
"PPP1R7>ZBTB7A,+",1
"ERC1>VPS37B,+",1
"ERC1>ABI2,+",1
"TMEM273>NME4,+",1
"GABARAPL1>TDG,+",1
"SUCLG1>NME4,+",1
"DMAC1>SHISA5,+",1
"SHISA5>SLIRP,+",1
"TINAGL1>SLIRP,+",1
"TMEM273>RAB4A,+",1
"CDC42EP3>RAB4A,+",1
"APOPT1>MRPS18B,+",1
"PPP4R3A>COX20,-",1
"WBP11>COX20,+",1
"HBP1>NPEPPS,+",1
"FAM107A>GHITM,+",1
"ERC1>HBEGF,+",1
"CALCOCO2>ARMCX3,+",1
"TINAGL1>SLC39A1,+",1
"TCN2>TOMM22,+",1
"ERGIC2>TOMM22,+",1
"ERC1>NPEPPS,+",1
"SLIRP>PTEN,+",1
"PSMF1>SHROOM4,-",1
"RAB4A>SHROOM4,+",1
"IFNAR2>SP110,+",1
"TCN2>CYB5B,+",1
"GABARAPL1>CYB5B,+",1
"PSMC1>TES,+",1
"VAT1>GHITM,+",1
"RAP1B>SAT2,+",1
"UBE2R2>TES,+",1
"MKNK2>LAMA5,+",1
"RAB7A>C3orf58,+",1
"CNOT4>C3orf58,+",1
"SLIRP>C3orf58,-",1
"XPO1>PSMF1,+",1
"C3orf58>ANP32E,+",1
"SLIRP>ANP32E,+",1
"TNFAIP1>LAMA5,+",1
"SMC4>SAT2,+",1
"LAMA5>SAP30BP,+",1
"TNFAIP1>PPP3CA,+",1
"CLTA>PPP3CA,+",1
"RAB14>FCHO2,+",1
"ZNHIT1>CCDC88A,+",1
"CYB5B>SLIRP,+",1
"USP14>TES,+",1
"TDG>TES,+",1
"PPP4R3A>UBE2I,+",1
"APOPT1>TSPAN4,+",1
"LYPLA1>PSMC1,+",1
"HIST1H4C>SERPINB1,+",1
"TCN2>SERPINB1,+",1
"SMC4>SERPINB1,+",1
"FAM107A>SELENOK,+",1
"ZNHIT1>TSPAN4,+",1
"SLC39A1>TSPAN4,+",1
"COX20>CISD1,+",1
"TINAGL1>TSPAN4,+",1
"TOMM22>TSPAN4,+",1
"COX20>TSPAN4,+",1
"DMAC1>UBE2I,+",1
"PKM>UBE2I,+",1
"UBE2R2>UBE2I,-",1
"CALCOCO2>CISD1,+",1
"COX20>EML4,+",1
"SLC39A1>TMEM147,+",1
"SMC4>SMARCE1,+",1
"TINAGL1>TMEM147,+",1
"HBP1>TMEM147,+",1
"UBE2R2>ECE1,+",1
"TINAGL1>SLC30A7,+",1
"USP14>SMARCE1,+",1
"RAB4A>SMARCE1,+",1
"TMEM273>SUCLG1,+",1
"COX20>WBP11,+",1
"VAT1>LYPLA1,+",1
"S100A4>FAM107A,+",1
"TINAGL1>FAM107A,+",1
"NME4>RAB5C,+",1
"WBP11>RAB5C,+",1
"TCN2>RAB5C,+",1
"PRKCSH>UQCR10,+",1
"MBTPS1>LIMCH1,+",1
"CCT5>CAMLG,+",1
"ABCC4>POLR2G,+",1
"PRDM2>WDR1,-",1
"SLC12A2>ITSN2,+",1
"PSMD13>ITSN2,+",1
"PTPN12>ITSN2,+",1
"PTGES3>ABCC4,+",1
"DMAC1>ABCC4,+",1
"TSC22D3>ABCC4,+",1
"PTGES3>FCHO2,+",1
"ARID5A>SAP30BP,+",1
"ELMO1>SH3BGRL2,+",1
"TCN2>KDELR2,+",1
"PTPN12>KDELR2,+",1
"TRIP10>KDM2A,-",1
"PLLP>S100A4,+",1
"ABCC4>PTEN,+",1
"ARID5A>WDR1,+",1
"TMEM256>NME4,+",1
"CNOT4>NME4,+",1
"AGO2>SLC12A2,+",1
"TRIP10>POLR2G,+",1
"PCBP1>ZNHIT1,+",1
"RIF1>EIF2AK2,+",1
"LIMA1>AES,+",1
"RAB4A>SLC12A2,+",1
"SOS1>SLC12A2,+",1
"SLC39A1>SLC12A2,+",1
"NDFIP1>NME4,+",1
"PLLP>SLC12A2,+",1
"TCN2>STX12,+",1
"PLLP>STX12,+",1
"NME4>LAMA5,+",1
"SOS1>DDX3Y,+",1
"PSMD13>DDX3Y,+",1
"ZFHX3>WARS,+",1
"CASP8AP2>PPP1R13B,+",1
"CLEC1A>PPP1R13B,+",1
"PCGF2>ITGB4,+",1
"RILPL2>TOPORS,+",1
"CALCOCO2>DNAJB14,+",1
"STAT5B>DNAJB14,+",1
"RILPL2>DNAJB14,+",1
"PNISR>NIPBL,+",1
"LAMA5>C11orf58,+",1
"TMEM273>ITGB4,+",1
"ZNHIT1>SHOC2,+",1
"KDM2A>TMEM273,+",1
"FLYWCH2>TMEM273,+",1
"ZNF428>TMEM273,+",1
"LAMA5>ZFHX3,+",1
"TMEM273>PRDM2,+",1
"LAMA5>CALCOCO2,+",1
"TCN2>TOPORS,+",1
"ZNF207>SHOC2,+",1
"CASP8AP2>CLEC1A,-",1
"CBX3>EFR3A,+",1
"PPP1R13B>CLEC1A,+",1
"NMI>CLEC1A,+",1
"TSTA3>KNOP1,+",1
"C1orf123>KNOP1,-",1
"TOPORS>KNOP1,+",1
"ZNHIT1>MYCBP2,+",1
"ZNHIT1>EFR3A,+",1
"NMI>TTC1,+",1
"ZNF428>EFR3A,+",1
"LAMA5>GALNT1,+",1
"ITSN2>GALNT1,+",1
"EFR3A>ZNF428,+",1
"STAT5B>BAZ1B,+",1
"PRDM2>PLCB1,+",1
"TAOK3>POLR2G,+",1
"NDFIP1>SHISA5,+",1
"COPS2>RECQL,+",1
"SOS1>SHISA5,+",1
"FCHO2>UBR5,+",1
"SLC12A2>ZNF217,+",1
"ABCC4>TMEM273,+",1
"SLC39A1>AGFG1,+",1
"SOS1>AGFG1,+",1
"ELMO1>AGFG1,+",1
"S100A4>PLLP,+",1
"PTGES3>TCN2,+",1
"LIMA1>RTF2,+",1
"PTGES3>HNRNPUL1,+",1
"CBX3>GFOD2,+",1
"HNRNPUL1>TSPAN18,+",1
"CNOT4>TSPAN18,+",1
"NDFIP1>SOS1,+",1
"PLLP>SOS1,+",1
"FCHO2>NDFIP1,+",1
"PTGES3>NDFIP1,+",1
"GABARAPL1>SLC44A1,+",1
"PSMD13>ZMYND11,+",1
"CNOT4>SYF2,+",1
"SAP30BP>CBX3,+",1
"UBR5>TMEM256,+",1
"AGO2>TMEM256,+",1
"PTGES3>ZMYND11,+",1
"PLLP>ZMYND11,+",1
"DMAC1>TSTA3,+",1
"KDM2A>RAB5C,+",1
"ABCC4>HCFC1R1,+",1
"GABARAPL1>HCFC1R1,+",1
"RAB4A>CDC42EP3,+",1
"AGO2>CDC42EP3,+",1
"HNRNPUL1>VAT1,+",1
"CNOT4>RAB5C,+",1
"CNOT4>PGRMC2,+",1
"SOS1>SP110,+",1
"PTGES3>EMC2,+",1
"UBR5>ERC1,+",1
"PLLP>USP14,+",1
"SLC39A1>UBE2Q2,+",1
"CNOT4>PSMD13,+",1
"PTGES3>ARID5A,+",1
"PTEN>ARID5A,+",1
"WDR1>ARID5A,+",1
"ABCC4>ERC1,+",1
"AGO2>TRIP10,+",1
"DMAC1>CNOT4,+",1
"SH3BGRL2>ELMO1,+",1
"TSPAN18>ELMO1,+",1
"PLLP>PRDM2,+",1
"KDM2A>ATP5F1A,+",1
"TCN2>CALCOCO2,+",1
"ARID5A>RICTOR,+",1
"KDM2A>TRIP10,-",1
"KDM2A>PEPD,+",1
"NDFIP1>AGO2,+",1
"TMEM256>PEPD,+",1
"LIMA1>PEPD,+",1
"SH3BGRL2>USP53,+",1
"DMAC1>USP53,+",1
"PTEN>USP53,+",1
"PSMD13>SMARCE1,+",1
"PTGES3>SMURF2,+",1
"GABARAPL1>TRIP10,+",1
"USP14>SLC39A1,+",1
"TCN2>DMAC1,+",1
"SOS1>DMAC1,+",1
"ARID5A>DMAC1,+",1
"S100A4>MOB4,-",1
"PTEN>MOB4,+",1
"PSMC5>CALCOCO2,+",1
"NMI>WDR1,+",1
"SHOC2>HLA-F,+",1
"LAMA5>C1GALT1C1,+",1
"TXNDC12>MYADM,+",1
"TFAM>MVB12A,+",1
"TXNDC12>DPYSL3,+",1
"ABCC4>DPYSL3,+",1
"S100A4>DPYSL3,+",1
"ABCC4>TXNDC12,-",1
"SLC30A7>TXNDC12,+",1
"OLFM1>PSMF1,+",1
"TCN2>PSMF1,-",1
"MAZ>ARID5A,+",1
"ANP32E>ARID5A,+",1
"AES>TMEM273,+",1
"COPS2>VDAC3,+",1
"SARAF>VDAC3,+",1
"SLC30A7>VDAC3,+",1
"SIGIRR>COPS2,+",1
"SAP30BP>COPS2,+",1
"EIF3G>COX8A,+",1
"SARAF>CREBRF,+",1
"SLC30A7>MBTPS1,+",1
"TFAM>GOLGA2,+",1
"MVB12A>GOLGA2,-",1
"SUSD6>GOLGA2,+",1
"SP110>GOLGA2,+",1
"TFAM>CREBRF,+",1
"COPS2>ZNHIT1,+",1
"COPS2>COX8A,+",1
"SP110>ZNHIT1,+",1
"PSMB3>STMP1,+",1
"IFNAR2>STMP1,-",1
"VDAC3>SLC30A7,+",1
"KDM2A>ZNF292,+",1
"ANP32E>ZNF292,-",1
"COPS2>MAZ,-",1
"POLR2G>MAZ,+",1
"CREB1>KDM2A,+",1
"SIGIRR>LIPA,+",1
"HBP1>SMC4,+",1
"LIPA>SMC4,+",1
"PSMB3>RPS17,+",1
"MYLK>PEPD,+",1
"SP110>TES,+",1
"MVB12A>LIPA,+",1
"COPS2>LIPA,+",1
"HBP1>S100A4,+",1
"ANP32E>SLIRP,+",1
"ANP32E>PPP1R13B,+",1
"HBP1>PPP1R13B,+",1
"POLR2G>SUSD6,+",1
"TXNDC12>NME4,+",1
"GABARAPL1>NME4,+",1
"TCN2>SMC4,+",1
"ABCC4>S100A4,+",1
"COPS2>POLR2G,+",1
"EIF3G>ACTR2,+",1
"MAZ>POLR2G,+",1
"SARAF>POLR2G,+",1
"LIPA>CDKN1B,+",1
"PPP1R13B>CASP8AP2,+",1
"EIF3G>HIST1H4C,+",1
"POLR2G>ACTR2,+",1
"POLR2G>STX12,+",1
"ABCC4>TMEM147,+",1
"TFAM>STX12,+",1
"CBX3>RND3,+",1
"ZCCHC17>RND3,+",1
"POLR2G>RND3,+",1
"PLEKHG1>SHOC2,+",1
"DPYSL3>TMEM50B,+",1
"RAP1B>OLFM1,+",1
"TCN2>OLFM1,+",1
"TCN2>CREB1,-",1
"CHSY1>ITSN2,+",1
"TRA2A>LIPA,+",1
"TOPORS>PCGF2,+",1
"TOPORS>C1orf123,+",1
"STX12>FLYWCH2,+",1
"KLF13>FLYWCH2,+",1
"CASP8AP2>FLYWCH2,+",1
"LAMA5>TCN2,+",1
"TCN2>H2AFJ,+",1
"SHOC2>TAX1BP1,+",1
"NMI>PSMB3,+",1
"CLEC1A>STX12,+",1
"NMI>LAMA5,+",1
"TSTA3>LAMA5,+",1
"CALCOCO2>ZNF207,+",1
"MBTPS1>CLTC,+",1
"EIF2S2>H2AFJ,+",1
"CNOT4>MBTPS1,+",1
"MBTPS1>UPF2,+",1
"MBTPS1>KLF13,+",1
"CLEC1A>CASP8AP2,-",1
"DDX21>PHF20L1,+",1
"LAMA5>FAM120A,+",1
"C1orf123>FAM120A,+",1
"FLYWCH2>UPF2,-",1
"TOPORS>DMAC1,+",1
"TAX1BP1>SORBS3,+",1
"NME4>CNOT4,+",1
"PPP1R13B>CNOT4,+",1
"TRA2A>EMC2,+",1
"KLF13>EMC2,-",1
"SORBS3>TAOK3,+",1
"EIF2S2>RILPL2,+",1
"EFR3A>ELMO1,+",1
"NMI>KDM2A,+",1
"COPS2>CREB1,+",1
"PLEKHG1>CHMP2B,+",1
"CBX3>MIDN,+",1
"SP110>LAMA5,+",1
"MYLK>TFAM,+",1
"TXNDC12>TFAM,+",1
"CREB1>ASAP1,+",1
"SHOC2>FBN1,+",1
"SP110>CHMP2B,+",1
"UBE2Q2>PBXIP1,+",1
"S100A4>HBP1,+",1
"SP110>HBP1,+",1
"SARAF>ABI2,+",1
"TCN2>ABI2,+",1
"ABCC4>PLEKHG1,+",1
"LAMA5>CREB1,+",1
"SP110>NFAT5,+",1
"SAP30BP>RAB11B,+",1
"MBTPS1>PTEN,+",1
"TFAM>EIF3G,+",1
"CREB1>IFNAR2,+",1
"TFAM>IFNAR2,+",1
"SAP30BP>IFNAR2,-",1
"COPS2>IFNAR2,+",1
"POLR2G>IFNAR2,-",1
"COPS2>KNOP1,+",1
"TMEM273>SEC61G,+",1
"PLEKHG1>RAB11B,+",1
"TXNDC12>UPF2,+",1
"HBP1>RILPL2,+",1
"RAP1B>RILPL2,+",1
"FBN1>ZNF428,+",1
"TMEM273>SIGIRR,+",1
"IFNAR2>PSMB3,+",1
"ARID5A>SYF2,+",1
"SOS1>SYF2,+",1
"TAOK3>BPTF,+",1
"HDAC1>DDX3Y,+",1
"CNOT4>SHOC2,+",1
"GOLGA2>SHOC2,+",1
"USP1>TSR3,+",1
"C1orf123>TCN2,+",1
"SEC63>TCN2,+",1
"NMI>IFNAR2,-",1
"PSMC4>SEPT10,+",1
"ECE1>SEPT10,+",1
"UBR5>KNOP1,+",1
"FDPS>SLC44A1,+",1
"C1orf123>PPP4R3A,+",1
"SMAD9>SP110,+",1
"GABARAPL1>SP110,+",1
"RILPL2>PBXIP1,+",1
"HLA-DQA2>PBXIP1,+",1
"GABARAPL1>NRARP,+",1
"MYL9>NRARP,+",1
"PIK3C2A>C1GALT1C1,+",1
"COX6B1>VAT1,+",1
"TAOK3>DPYSL3,-",1
"SNRPB>DPYSL3,+",1
"SMAD9>SERPINB1,+",1
"SEC61G>MYL9,+",1
"TMEM273>MYL9,+",1
"HLA-DQA2>MYL9,+",1
"HIPK2>TRA2A,+",1
"SEC61G>C1GALT1C1,+",1
"ZNHIT1>SNRPB,+",1
"SEM1>GABARAPL1,+",1
"TRA2A>GABARAPL1,+",1
"BEND7>GABARAPL1,+",1
"ECE1>GABARAPL1,+",1
"SNRPB>C5orf24,+",1
"ZNHIT1>C1orf123,+",1
"NMI>C1orf123,+",1
"BEND7>PSMF1,+",1
"C3orf58>ITSN2,+",1
"PPDPF>SNRPB,+",1
"ROCK2>DNAJB14,+",1
"SLTM>FDPS,+",1
"SLC25A11>FDPS,+",1
"SLC25A11>PURA,+",1
"POLK>ITSN2,+",1
"CHSY1>HDAC1,+",1
"TXNDC12>SNRPB,+",1
"S100A4>HDAC1,+",1
"TMEM273>MAGT1,+",1
"DNAJB14>MAGT1,+",1
"RAB14>BPTF,+",1
"WDR1>PTPRM,+",1
"HDAC1>PKM,+",1
"TMEM273>SNRPB,+",1
"TMEM273>CCT5,+",1
"KPNB1>RILPL2,+",1
"RND3>POLK,+",1
"SMAD9>TAOK3,+",1
"TAOK3>PTEN,+",1
"CYB5B>PTEN,+",1
"HDAC1>ABI2,+",1
"DNAJB14>ABI2,+",1
"TXNDC12>POLK,+",1
"CHSY1>TMEM256,+",1
"TSC22D3>CCT5,+",1
"HDAC1>TMEM256,+",1
"SLC25A11>TMEM256,+",1
"RILPL2>PLK3,-",1
"CTSB>CYTH1,+",1
"HDAC1>FAM107B,-",1
"DNAJB14>FAM107B,+",1
"SMAD9>DPYSL3,+",1
"ZNF292>TSC22D3,+",1
"TMEM131>SMAD9,+",1
"TMEM9B>ELMO1,+",1
"MBTPS1>COPS2,+",1
"LGALS1>COPS2,+",1
"MBTPS1>SYPL1,+",1
"ABI2>STX12,-",1
"MCTP1>STX12,+",1
"BPTF>SAP30BP,+",1
"RAP1B>MCAM,+",1
"NFAT5>HIGD2A,+",1
"MBTPS1>MCAM,+",1
"SERINC3>TCN2,+",1
"PPP4R3A>SP110,+",1
"SLC25A11>TXNDC12,+",1
"COPS2>RAB4A,+",1
"PRKCSH>PPP4R3A,+",1
"BPTF>HIGD2A,+",1
"IFNAR2>LIPA,+",1
"ATP5F1C>KPNB1,+",1
"KDM2A>FZD4,+",1
"TINAGL1>GOLGA2,+",1
"ARID1A>GOLGA2,-",1
"PSIP1>PSMB3,+",1
"SERINC3>PSMB3,+",1
"COPS2>PSMB3,+",1
"ATP5F1C>PSMB3,+",1
"RTF1>SMC4,+",1
"SMC4>LIPA,+",1
"GOLGA2>SMC4,+",1
"RAP1B>TSC22D3,+",1
"PRKCSH>GNG11,+",1
"MBTPS1>IFNAR2,+",1
"TMEM9B>SHISA5,+",1
"MBTPS1>C1orf115,+",1
"TMEM9B>KDM2A,+",1
"C1orf123>LYPLA1,+",1
"RILPL2>CREBRF,+",1
"MYL9>CPT1A,+",1
"UBR5>AGO2,+",1
"SMAD9>TMEM131,+",1
"CYB5B>TMEM131,+",1
"SEM1>SEC63,+",1
"TMEM273>RIT1,+",1
"TAOK3>CPT1A,+",1
"TAOK3>TTC1,+",1
"UBR5>ANKRD28,+",1
"VAT1>TTC1,-",1
"BEND7>GFOD2,+",1
"VAT1>TMEM273,+",1
"TMEM273>USP9X,+",1
"PKM>RFC1,+",1
"TRA2A>CREBRF,+",1
"NUDT4>AGO2,+",1
"PKM>HLA-DQA2,+",1
"PBXIP1>LYPLA1,+",1
"TCN2>MYO6,-",1
"GABARAPL1>LYPLA1,+",1
"SMAD9>ASAP1,+",1
"VAT1>PSMC4,+",1
"VAT1>ERGIC2,-",1
"PKM>SOS1,+",1
"ECE1>ARID1A,+",1
"ARID1A>MYO6,+",1
"EIF2S3>USP1,+",1
"PTEN>MYO6,-",1
"TRA2A>VPS26A,-",1
"C1orf123>ERC1,-",1
"KNOP1>USP53,+",1
"KPNB1>ZNF292,+",1
"RIT1>EIF2S3,+",1
"BPTF>DDX3Y,+",1
"WDR1>DDX3Y,-",1
"AGO2>COX6B1,+",1
"LAMP1>MGST3,+",1
"GOLGA2>EIF4EBP2,-",1
"RILPL2>FAM43A,+",1
"USP48>PHF20L1,-",1
"RAB4A>NOL7,+",1
"C8orf33>NOL7,+",1
"ERC1>A4GALT,+",1
"CBX3>PNN,+",1
"SLC38A2>PNN,+",1
"TCN2>PLEC,+",1
"KDM2A>VPS37B,+",1
"HNRNPUL1>SP110,+",1
"SLC38A2>TMEM256,+",1
"EMC2>TMEM256,+",1
"SLC3A2>UBE2H,+",1
"PLK3>UBE2H,+",1
"SLC38A2>EIF4EBP2,+",1
"USP48>EIF4EBP2,+",1
"SLC39A1>EIF4EBP2,+",1
"HNRNPUL1>UBE2Q2,+",1
"AK3>TRIP10,+",1
"SHOC2>SHISA5,-",1
"AK3>SHISA5,+",1
"FGD5-AS1>SHISA5,+",1
"SLC3A2>VAT1,+",1
"SIGIRR>VAT1,+",1
"MYADM>FBN1,-",1
"HNRNPUL1>EIF4EBP2,+",1
"SLC39A1>ZNF428,+",1
"EIF2S2>AK3,+",1
"ARID1A>ERC1,+",1
"CHSY1>SLC39A1,+",1
"HNRNPUL1>PSMF1,+",1
"KDM2A>EIF4EBP2,+",1
"NOL7>COX8A,+",1
"SHOC2>RECQL,+",1
"ARID1A>RECQL,+",1
"ARID1A>SAP30BP,+",1
"CHSY1>RNF10,+",1
"FBN1>TMEM273,+",1
"KDM2A>TMEM273,-",1
"NOL7>TRA2A,+",1
"USP48>KPNB1,+",1
"COX8A>TCN2,+",1
"PHF20L1>DYNLL2,-",1
"ARID1A>ELMO1,+",1
"PLK3>TAOK3,+",1
"HNRNPUL1>TAOK3,+",1
"EIF2S2>UPF2,+",1
"NOL7>WDR1,+",1
"USP48>SHOC2,+",1
"ANP32E>C3orf58,+",1
"AK3>RNF10,+",1
"FAM43A>RAB5C,+",1
"AK3>H2AFJ,+",1
"TCN2>ARID1A,+",1
"NR4A2>FAM107B,+",1
"CHSY1>FAM107B,-",1
"PRDM2>FAM107B,+",1
"FAM43A>RILPL2,+",1
"KDM2A>USP48,+",1
"NOL7>CDKN1A,+",1
"ERC1>ARID1A,+",1
"ERC1>CHSY1,+",1
"NOSIP>C1GALT1C1,+",1
"PTEN>HNRNPUL1,+",1
"TAOK1>CNOT4,+",1
"ARID1A>CNOT4,-",1
"NR4A2>MYADM,+",1
"CSDE1>CHSY1,+",1
"USP48>PRDM2,+",1
"HNRNPUL1>PRDM2,+",1
"EIF2S2>MCAM,+",1
