,AR
"BIRC6>ARHGEF15,+",1
"FIS1>ARHGEF15,+",1
"BIRC6>LNPEP,+",1
"NAP1L4>SMARCE1,+",1
"MIR99AHG>MPDZ,+",1
"AHNAK2>MPDZ,+",1
"POGZ>PPIP5K2,+",1
"NMT1>IARS2,+",1
"CDK2AP2>NBEAL1,+",1
"MIR99AHG>NBEAL1,+",1
"SHANK3>NBEAL1,+",1
"SMARCE1>CACUL1,-",1
"BIRC6>CACUL1,+",1
"DPM3>CACUL1,+",1
"REV1>IARS2,+",1
"OTUD6B-AS1>MPDZ,-",1
"DOCK9>FLNA,+",1
"SMARCE1>DPM3,+",1
"PTPRG>ERCC6L2,+",1
"MIR99AHG>OGT,+",1
"SEPT9>TAP1,+",1
"AHNAK2>TAP1,+",1
"GHITM>WASL,+",1
"PTK2B>WASL,-",1
"PPP2R1A>ARPC3,+",1
"YTHDF3>WASL,-",1
"CIR1>VGLL4,+",1
"PSMD12>TFDP2,+",1
"RUNX1T1>LSM12,-",1
"NOB1>LSM12,+",1
"VGLL4>BRD7,+",1
"ADAR>PKP4,+",1
"GSPT1>PFDN1,+",1
"IARS2>RAB14,+",1
"PICALM>ADCY4,+",1
"AHNAK2>DOCK4,+",1
"YTHDF3>EIF3J,-",1
"DPM3>EIF3J,+",1
"GBP2>RUNX1T1,+",1
"SCARF1>RUNX1T1,+",1
"VGLL4>PTK2B,+",1
"ATP6AP2>HEBP1,+",1
"ADAR>RPL17,+",1
"GANAB>ADNP,+",1
"NOB1>CEP68,+",1
"NOB1>SUN2,+",1
"RUNX1T1>WBP2,+",1
"VGLL4>RBP7,+",1
"VGLL4>SMC4,+",1
"TIAL1>PSMD12,-",1
"RPL17>CEP68,-",1
"HLA-DQA1>CEP68,+",1
"CLDN5>ARL6IP5,+",1
"SELE>C8orf59,+",1
"CFI>NUCB1,+",1
"PPP4R2>IARS2,+",1
"EPS15>NOL7,+",1
"VGLL4>NOL7,+",1
"RUNX1T1>ARL6IP5,+",1
"CEP68>PTK2B,+",1
"DPM3>PTK2B,-",1
"VGLL4>TMX2,+",1
"LAPTM4B>APOL3,+",1
"SMDT1>MRPL17,+",1
"EPS15>ADAR,+",1
"GSPT1>SHANK3,+",1
"ADCY4>SELE,+",1
"NOB1>PDCD7,+",1
"CEP68>SENP6,+",1
"CTBS>APOL3,+",1
"PDCD7>HIPK3,+",1
"CIR1>APOL3,+",1
"TIAL1>EIF2S1,+",1
"LAPTM4B>EIF2S1,+",1
"RUNX1T1>EIF2S1,+",1
"SHPRH>AHNAK2,+",1
"ADNP>GPM6A,+",1
"PSMD12>EPS15,+",1
"EPS15>HIPK3,+",1
"VGLL4>GSPT1,-",1
"DPM3>ZBTB7A,+",1
"GANAB>GSPT1,+",1
"RUNX1T1>GSPT1,+",1
"VGLL4>CALM3,+",1
"GANAB>CALM3,+",1
"EPS15>LAPTM4B,+",1
"PDCD7>KNOP1,+",1
"PDCD7>DPM3,+",1
"HLA-DQA1>PSMC1,-",1
"ADAR>MPRIP,+",1
"PTK2B>MPRIP,+",1
"RPL17>RBP5,+",1
"SMDT1>EVA1C,+",1
"EIF2S1>PSMC1,+",1
"GSPT1>PSMC1,+",1
"LAPTM4B>SUN2,+",1
"ADNP>UBE2L6,-",1
"HEBP1>UBE2L6,+",1
"PLA2G16>ALG13,+",1
"MIEN1>DENR,+",1
"GNAI3>DENR,+",1
"DEPP1>EIF3J,-",1
"GNAQ>NDUFS6,+",1
"WBP2>PTK2B,+",1
"LYL1>PTK2B,+",1
"EPS15>ALG13,+",1
"MIEN1>EPC1,+",1
"WBP2>HEBP1,+",1
"EPS15>MIR99AHG,+",1
"GPM6A>MIR99AHG,+",1
"MTPN>MIR99AHG,+",1
"MTPN>POLR2K,+",1
"FYTTD1>POLR2K,+",1
"PAWR>EPC1,-",1
"COX6B1>NDUFB11,+",1
"DENR>POLR2K,-",1
"GNAI3>DPM3,+",1
"PTK2B>ANKRD17,+",1
"SSB>SCARB2,+",1
"CALM3>RPL17,+",1
"YTHDF3>XRN1,+",1
"FYTTD1>PXN,+",1
"PTK2B>GALNT1,+",1
"PLA2G16>DPM3,+",1
"LYL1>NBR1,+",1
"NOLC1>TMED9,+",1
"SCARB2>ATP5MF,+",1
"EPC1>CTBS,-",1
"SEPT9>SMC2,+",1
"MTPN>SMC2,-",1
"NOLC1>NBR1,-",1
"SSB>POLR2K,+",1
"BRD7>EIF4A3,+",1
"PPP4R2>UBE2L6,+",1
"SSB>SNRPE,+",1
"WBP2>CALM3,+",1
"WASL>ROBO1,+",1
"SPTLC1>EIF2S1,+",1
"FYTTD1>MRPL32,+",1
"AR>TMEM44,+",1
"C8orf59>TMEM44,+",1
"TMX2>MGMT,+",1
"MGMT>TIAL1,+",1
"YTHDF3>YPEL2,+",1
"SHPRH>YPEL2,+",1
"PPP4R2>SHPRH,-",1
"ADNP>SHPRH,+",1
"PKP4>PICALM,+",1
"GSPT1>PICALM,-",1
"SMC2>SEPT9,+",1
"NBR1>CWC15,+",1
"EPS15>EIF4A3,+",1
"NDUFS6>GNAQ,+",1
"HLA-DQA1>PHIP,+",1
"DEK>GPM6A,+",1
"YTHDF3>WBP2,+",1
"SSB>WBP2,+",1
"PTK2B>WBP2,+",1
"MIEN1>WBP2,+",1
"GHITM>SUN2,+",1
"TMEM44>CWC15,-",1
"TMEM44>C8orf59,+",1
"MTPN>C8orf59,+",1
"WBP2>PPP2R1A,+",1
"SCARB2>MGMT,+",1
"PAWR>PDCD7,-",1
"WASL>PDCD7,+",1
"PPP4R2>BEX3,+",1
"KDELR1>BEX3,+",1
"BAZ2A>BEX3,-",1
"ADAR>DDX24,+",1
"CCT7>RWDD4,+",1
"ROCK1>ARF5,+",1
"FRG1>SRPK2,+",1
"ROCK1>DDX24,+",1
"TAPBP>ATL3,+",1
"FRG1>NFE2L1,+",1
"EGLN1>PPP3CA,+",1
"PPP4R2>ATP6AP2,+",1
"ROCK1>TIAL1,+",1
"TAPBP>CALM3,+",1
"CTSS>CALM3,+",1
"NFE2L1>SELE,+",1
"RAB2A>SELE,+",1
"SPCS3>MMP24OS,+",1
"SPCS3>ARHGEF12,+",1
"G3BP1>DENR,+",1
"ATL3>DENR,+",1
"PPP4R2>DENR,+",1
"NAP1L4>MLF2,+",1
"PPP3CA>FZD4,+",1
"COPA>CALCOCO2,+",1
"WARS>SCARB2,+",1
"PPP4R2>TROVE2,+",1
"EGLN1>COPA,+",1
"MLF2>PDCD7,+",1
"MLF2>TBCB,+",1
"SPCS3>DENR,+",1
"ATL3>ROCK1,+",1
"C1QBP>BAZ2A,+",1
"COPA>BAZ2A,+",1
"NR1D2>PPP4R2,-",1
"SPCS3>CAP1,+",1
"NAA38>DEK,+",1
"CDC42EP3>EGLN1,+",1
"PPP3CA>EGLN1,+",1
"C1QBP>POLR2K,+",1
"NUCB1>IL1R1,+",1
"MIER1>PLCB4,+",1
"MPRIP>PLSCR1,-",1
"G3BP1>SNF8,+",1
"CTSS>SNF8,-",1
"SMARCE1>SNF8,+",1
"PLCB4>BMP4,+",1
"SPPL2A>IL1R1,+",1
"MPRIP>KDM2A,+",1
"FBXO7>BIRC2,-",1
"CTSS>CNTLN,+",1
"MPRIP>CNTLN,-",1
"SPPL2A>RAB2A,+",1
"MIER1>RAB2A,+",1
"RBP5>RAB2A,-",1
"ROBO1>KDM2A,+",1
"RAB2A>BAZ2A,+",1
"NR1D2>G3BP1,+",1
"VPS13A>FAM50A,+",1
"TAPBP>NAP1L4,+",1
"EGLN1>AR,+",1
"WASL>SEPT9,+",1
"FNBP1>DEK,+",1
"COPA>DEK,-",1
"DENR>SMIM14,+",1
"EIF2S1>LYL1,+",1
"VPS13A>BAZ2A,+",1
"WASL>LYL1,+",1
"RBP5>LYL1,+",1
"ATL3>LYL1,-",1
"SNF8>LYL1,+",1
"CTSS>BAZ2A,+",1
"G3BP1>BAZ2A,+",1
"WARS>FZD4,+",1
"NAP1L4>TM4SF18,+",1
"ATL3>TM4SF18,+",1
"KIF1B>EIF2S1,+",1
"ZNF580>ITFG1,+",1
"LSM12>RSF1,+",1
"BIRC6>RSF1,+",1
"RAP1A>GSK3A,+",1
"THSD7A>PMP22,+",1
"MAZ>COPA,+",1
"RUNX1T1>MMP24OS,+",1
"RAP1A>AHNAK2,+",1
"SPCS3>THOC2,+",1
"C1QBP>SURF6,+",1
"PFDN1>SURF6,+",1
"NAA38>SURF6,+",1
"NOB1>TM7SF3,+",1
"CALCOCO2>SNW1,-",1
"MAZ>FBXO9,+",1
"KIF1B>AHNAK2,+",1
"PPP4R2>MRPL32,+",1
"THSD7A>TAP1,-",1
"NAP1L4>EIF3D,+",1
"KIF1B>EIF3D,+",1
"THSD7A>PPP4R2,+",1
"THSD7A>PEBP1,+",1
"HNRNPA1>PEBP1,+",1
"THSD7A>SMC4,+",1
"COPA>REV1,+",1
"GATAD2B>AHNAK2,-",1
"PDE4D>REV1,+",1
"KIF1B>CCT2,+",1
"ZNF580>CCT2,+",1
"GATAD2B>PPP2R1A,+",1
"MMP24OS>PPP2R1A,+",1
"CALM3>PPP2R1A,+",1
"NAP1L4>SEPT9,+",1
"PPP3CA>HDGFL3,+",1
"ROCK1>TM4SF18,+",1
"PREX2>SENP6,+",1
"AR>EZH1,+",1
"PFDN1>NR1D2,+",1
"C1QBP>ADAR,+",1
"PPP4R2>ADAR,+",1
"COPA>GBP2,+",1
"SPCS3>SENP6,+",1
"CAP1>SENP6,+",1
"TAPBP>THSD7A,+",1
"TAPBP>NTHL1,+",1
"NOB1>NTHL1,+",1
"CALM3>CTSS,+",1
"ARF5>MOCS2,-",1
"PPP4R2>CWC15,+",1
"SENP6>WARS,+",1
"SUGP2>ABHD14B,-",1
"NFE2L1>OTUD6B-AS1,-",1
"EGLN1>TMA7,+",1
"CDC42EP3>APOL6,+",1
"NAA38>TMA7,+",1
"NOB1>EPRS,+",1
"ROCK1>EPRS,+",1
"PFDN1>HEBP1,+",1
"C1QBP>PFDN1,+",1
"EPRS>PREX2,+",1
"G3BP1>APOL6,+",1
"ADAR>PMP22,+",1
"CWC15>GPATCH8,-",1
"NOB1>GPATCH8,+",1
"HNRNPA1>GPATCH8,+",1
"EGLN1>PRKCH,+",1
"CALM3>GOSR1,+",1
"TBCB>PMP22,+",1
"WASL>KPNA4,+",1
"SPPL2A>KPNA4,+",1
"MIER1>KPNA4,+",1
"BAZ2A>CTDNEP1,-",1
"TAOK3>EIF3M,+",1
"C9orf78>CFI,+",1
"S1PR1>CANX,+",1
"NF1>PABPN1,+",1
"BAZ2A>PABPN1,+",1
"GADD45GIP1>PABPN1,+",1
"NEMF>CTDNEP1,+",1
"DDX24>POGZ,+",1
"CALM3>CTDNEP1,+",1
"SPCS3>CTDNEP1,-",1
"CAMTA1>LDHB,+",1
"WAC>TMEM43,+",1
"AR>TMEM43,-",1
"DDX24>TMEM43,-",1
"BAZ2A>POGZ,+",1
"C8orf59>POGZ,-",1
"LPAR6>SETD2,+",1
"WAC>RASSF9,+",1
"LRRC8C>PPP4R2,+",1
"VPS13A>EMC4,-",1
"SMIM14>EMC4,-",1
"HIPK2>MRPL32,+",1
"C8orf59>RAI14,+",1
"NEMF>RASSF9,+",1
"GSK3A>RASSF9,+",1
"ZBTB38>PCYOX1,+",1
"HNRNPA3>TPST2,+",1
"SPCS3>TPST2,+",1
"HLA-DQA1>TPST2,+",1
"GSK3A>TFDP2,+",1
"TNFRSF14>TFDP2,+",1
"KDELR1>PCYOX1,+",1
"TMEM43>SETD2,+",1
"GADD45GIP1>SETD2,+",1
"ROBO1>NOB1,+",1
"SPCS3>PIM3,+",1
"ARF5>NAP1L4,+",1
"ZBTB38>C9orf78,+",1
"ADAR>C9orf78,+",1
"WAC>RAB14,+",1
"NEMF>PIM3,+",1
"EPHX1>PIM3,+",1
"BAZ2A>CALM3,+",1
"BAZ2A>PHB,+",1
"TIAL1>BAZ2A,+",1
"PPP4R2>BAZ2A,+",1
"HLA-DQA1>BAZ2A,+",1
"PPP4R2>USP7,+",1
"HLA-DQA1>USP7,+",1
"GSK3A>USP7,+",1
"KDELR1>NAP1L4,+",1
"C8orf59>PHB,+",1
"ZBTB38>TAOK3,+",1
"GADD45GIP1>EIF3J,+",1
"NF1>LCORL,+",1
"HLA-DQA1>LCORL,+",1
"KDELR1>CAMTA1,+",1
"NF1>ATP5MF,+",1
"PPP4R2>PDCD7,+",1
"WAC>EIF3J,+",1
"KDELR1>PHKB,+",1
"KDELR1>PHB,+",1
"LPAR6>BNIP2,+",1
"NET1>GPM6A,+",1
"SPCS3>GPM6A,+",1
"RPS17>CAND1,+",1
"BAZ2A>BIRC2,+",1
"TNFRSF14>BIRC2,+",1
"THOC2>PPP4R2,+",1
"CTSS>NOB1,+",1
"NF1>LRRC8C,+",1
"CTSS>RSF1,+",1
"THOC2>KIDINS220,+",1
"WASL>G3BP1,+",1
"LEPR>G3BP1,+",1
"OGT>ALG13,+",1
"CFI>FBXO7,+",1
"EIF2S1>ROBO1,-",1
"TIAL1>RSF1,+",1
"ATL3>SLTM,+",1
"SMARCE1>RSF1,+",1
"CTSS>VGLL4,+",1
"OGT>CTSS,+",1
"WASL>NMT1,+",1
"SPPL2A>NMT1,+",1
"RBP5>MIR99AHG,+",1
"G3BP1>NACC2,+",1
"MIER1>SLTM,+",1
"ROBO1>MIER1,+",1
"KPNA4>SELE,+",1
"CFI>TMEM109,+",1
"OGT>ATP5MF,+",1
"MIER1>ATP5MF,+",1
"SMARCE1>ATP5MF,+",1
"SNF8>NFIL3,+",1
"SMIM10>NFIL3,+",1
"RBP5>SELE,+",1
"CTSS>THOC2,+",1
"VGLL4>SPPL2A,+",1
"NUCB1>DENR,+",1
"SMIM14>DENR,+",1
"PLCB4>DENR,-",1
"LRRC8C>SARAF,+",1
"CTSS>ITFG1,+",1
"SMIM14>MIR99AHG,-",1
"CTBS>MIER1,+",1
"MIER1>NAP1L4,+",1
"NAA38>CFI,+",1
"LRRC8C>FOXC1,+",1
"PLCB4>FOXC1,+",1
"LRRC8C>CSDE1,+",1
"ATL3>MPRIP,+",1
"MIER1>SMARCE1,+",1
"OGT>POGZ,+",1
"CTSS>VPS13A,+",1
"DENR>FNBP1L,+",1
"SMIM14>NFE2L1,+",1
"DENR>ADAR,+",1
"SPPL2A>MRPL32,-",1
"DENR>NAP1L4,+",1
"THOC2>NAP1L4,+",1
"PIK3C2A>NAP1L4,+",1
"PLCB4>FNBP1L,+",1
"MPRIP>WASL,+",1
"CTSS>NAA38,-",1
"LRRC8C>RPS17,+",1
"DENR>PKM,+",1
"MIER1>PKM,+",1
"PPP4R2>KRIT1,+",1
"DENR>COPA,+",1
"HNRNPA1>COPA,+",1
"FNBP1>COPA,+",1
"CTSS>NAP1L1,+",1
"SEPT9>WASL,+",1
"RBP5>NAP1L1,+",1
"LRRC8C>NAP1L1,+",1
"KIDINS220>NF1,+",1
"SMIM14>NF1,-",1
"SNF8>NF1,-",1
"LRRC8C>NF1,+",1
"RAB2A>COMT,-",1
"EIF3J>AHNAK2,+",1
"PPP4R2>ABHD14B,+",1
"RAP1A>POLR2J,+",1
"HEBP1>POLR2K,+",1
"PDE2A>POLR2K,+",1
"ATP6V0B>ADCY4,+",1
"NOTCH1>AR,-",1
"TFDP2>AR,+",1
"NDUFAF3>RPL17,+",1
"SELE>RPL17,+",1
"HEBP2>PINK1,+",1
"THSD7A>SCARB2,+",1
"RTRAF>TCEAL4,+",1
"SELE>TCEAL4,+",1
"POLR2K>MRPL43,+",1
"EIF3J>TCEA1,+",1
"CLIC2>MRPL32,+",1
"CWC15>MRPL32,+",1
"SMARCE1>CCT7,+",1
"CCT7>LSM5,+",1
"CAMTA1>ROBO1,+",1
"SMDT1>G3BP1,+",1
"PEBP1>LAMTOR4,+",1
"ATL3>EIF3J,-",1
"SELE>EIF3J,+",1
"AR>SHPRH,+",1
"MALL>G3BP1,-",1
"ODF2L>G3BP1,+",1
"ADCY4>MPRIP,+",1
"MALL>KRIT1,+",1
"TFDP2>MPRIP,+",1
"KDELR1>MPRIP,-",1
"SMAD1>MPRIP,+",1
"ATL3>LSM12,+",1
"MORF4L2>LCORL,+",1
"NAP1L4>KRIT1,+",1
"FYTTD1>POLR2J,+",1
"PPP4R2>POLR2J,+",1
"CAMTA1>CTBS,+",1
"THSD7A>THBD,+",1
"GPM6A>EIF3J,+",1
"ATP5MF>NAXE,+",1
"KCTD12>CDKN1A,+",1
"PSMA1>CDKN1A,+",1
"MRPL32>PSMD11,+",1
"ATP6V0B>FYTTD1,+",1
"RTRAF>PTPRG,+",1
"SELE>KCTD12,+",1
"MRPL32>KANK3,+",1
"ELK4>DENR,+",1
"SCARB2>PSMD13,-",1
"HEBP2>PSMD13,+",1
"SCARB2>SEPT9,+",1
"PROCR>SEPT9,+",1
"CALM3>GPM6A,+",1
"NMT1>EIF3J,-",1
"HEBP2>MAP3K2,+",1
"RAP1A>MAP3K2,+",1
"NDUFAF3>FOXC1,+",1
"CLIC2>RUNDC3B,+",1
"PFDN1>RUNDC3B,+",1
"TMEM259>RUNDC3B,+",1
"PROCR>RUNDC3B,-",1
"PPP4R2>RUNDC3B,+",1
"POLR2K>FOXC1,+",1
"CALM3>FOXC1,+",1
"TIAL1>TMEM109,+",1
"FYTTD1>ATP6V0B,+",1
"SCARB2>ATP6V0B,+",1
"TIAL1>IFI44L,+",1
"GPM6A>IFI44L,+",1
"MMP24OS>HEBP2,+",1
"SCARB2>PTEN,+",1
"DEK>RAB2A,+",1
"MORF4L2>PBX2,-",1
"AMD1>SEPT9,+",1
"CWC15>HEBP1,+",1
"RRBP1>ADAMTSL1,+",1
"INPP1>ADAMTSL1,+",1
"HEBP1>DPM3,+",1
"INPP1>DPM3,+",1
"MALL>SRM,+",1
"SMC4>SRM,-",1
"MORF4L2>SRM,+",1
"MALL>DNAJC8,+",1
"SELE>DNAJC8,+",1
"MRPL43>POLR2I,+",1
"CCT7>POLR2I,+",1
"ATL3>ARPC5L,+",1
"ATP6V0B>ARPC5L,+",1
"NAP1L4>NOTCH1,+",1
"AR>NOTCH1,-",1
"TFDP2>ATL3,+",1
"G3BP1>ATL3,+",1
"CAMTA1>ATL3,+",1
"CCT7>MIR99AHG,-",1
"LCORL>TMX3,+",1
"MLH3>TMX3,+",1
"PKM>FBXO7,+",1
"ATL3>PPP2R1A,+",1
"SUN2>PPP2R1A,+",1
"ROBO1>GOSR1,+",1
"ATL3>RSF1,+",1
"MPRIP>SMARCE1,+",1
"SMC4>CUTA,+",1
"LCORL>MRPS10,+",1
"FBXO7>MRPS10,+",1
"LEPR>TFDP2,+",1
"DEK>SMARCE1,+",1
"HEBP1>SMARCE1,+",1
"GNAQ>HEBP1,+",1
"MPRIP>HEBP1,+",1
"CTBS>PBX2,+",1
"NOTCH1>KLF4,+",1
"PEBP1>GOLGA8A,+",1
"INPP1>GOLGA8A,+",1
"GNAQ>GOLGA8A,+",1
"SMARCE1>GOLGA8A,+",1
"HEBP1>GOLGA8A,+",1
"GGT5>GOLGA8A,+",1
"ATL3>C1orf115,+",1
"LYL1>PNKD,+",1
"ARPC5L>BRD7,+",1
"TFDP2>BRD7,-",1
"KDELR1>TAX1BP3,+",1
"PKM>TPST2,+",1
"AR>ADSS,+",1
"TFDP2>SMC4,-",1
"ROBO1>PEBP1,-",1
"CARHSP1>SELE,+",1
"GGT5>MLH3,+",1
"SELE>MLH3,+",1
"LYL1>PPIP5K2,+",1
"PKM>CAMTA1,+",1
"CTBS>ATP6AP2,+",1
"HEBP1>NMT1,+",1
"HLA-DQA1>RPS17,+",1
"SMDT1>MRPL43,+",1
"ATL3>PPIP5K2,+",1
"SMDT1>PPIP5K2,-",1
"CARHSP1>MLH3,+",1
"INPP1>PPIP5K2,+",1
"SELE>SUN2,+",1
"GANAB>SUN2,+",1
"KRIT1>SUN2,+",1
"PPIP5K2>SMDT1,-",1
"MALL>MLH3,+",1
"NDUFAF3>CWC15,+",1
"GPM6A>ATP6AP2,+",1
"NDUFAF3>ATP6AP2,+",1
"HLA-DQB1>HLA-DQA2,+",1
"TFDP2>SF3B2,+",1
"SF3B2>SMC4,-",1
"CWC15>SPATA13,-",1
"DENR>SPATA13,-",1
"AMD1>SPATA13,+",1
"MAPK3>TFDP2,+",1
"POLR2I>TFDP2,+",1
"MAFF>CTSS,+",1
"KNOP1>CTSS,+",1
"AR>UBL3,-",1
"HLA-DQA2>HLA-DQB1,+",1
"KNOP1>EIF2S1,+",1
"TMEM109>KPNA4,+",1
"CTBS>KPNA4,+",1
"MAZ>GABARAPL1,-",1
"MRPL43>SF3B2,+",1
"POLR2K>GPATCH2L,+",1
"AMD1>GPATCH2L,+",1
"TFDP2>MAPK3,+",1
"NAP1L4>CALM3,+",1
"POLR2I>MGLL,+",1
"AMD1>TMEM109,+",1
"ITM2A>SEC63,+",1
"HLA-DQB1>AMD1,+",1
"MIR99AHG>AMD1,+",1
"TMEM109>ADNP,+",1
"GNAQ>GNAI3,+",1
"HNRNPUL1>ADNP,+",1
"TIAL1>ADNP,+",1
"AHCTF1>SHPRH,-",1
"CTBS>PPP1CC,+",1
"AR>PPP1CC,-",1
"TIAL1>PPP1CC,+",1
"MAFF>ZBTB4,-",1
"HLA-DQA2>IFI44L,+",1
"MRPL32>CDK2AP2,+",1
"CTBS>ITM2A,-",1
"TFDP2>AHNAK2,+",1
"C8orf59>AHNAK2,+",1
"MRPL43>PCYOX1,+",1
"KNOP1>PCYOX1,+",1
"AHCTF1>HLA-DQA1,-",1
"TFDP2>REV1,+",1
"CWC15>REV1,+",1
"C8orf59>CALCOCO2,+",1
"TMEM109>M6PR,+",1
"ITFG1>M6PR,+",1
"AR>PTK2B,+",1
"ADNP>PTK2B,+",1
"MAZ>PTK2B,+",1
"TFDP2>C8orf59,+",1
"TMEM109>SUN2,+",1
"EPC1>AHNAK2,+",1
"TFDP2>PPP1R13B,+",1
"ITM2A>YTHDF3,+",1
"TFDP2>CTBS,+",1
"AR>MIR99AHG,+",1
"HLA-DQA2>CWC15,+",1
"TFDP2>CWC15,+",1
"SF3B2>ROBO1,-",1
"HLA-DQA2>ROBO1,+",1
"MRPL43>NFIL3,+",1
"MAFF>CTBS,-",1
"ITFG1>SUN1,-",1
"TMEM109>CTBS,+",1
"TRIM38>POLR2K,-",1
"LAPTM4B>POLR2K,-",1
"ITM2A>MAP3K2,-",1
"AR>REX1BD,-",1
"IFI44L>SUN1,+",1
"TIAL1>VDAC3,-",1
"CTBS>VDAC3,-",1
"C8orf59>VDAC3,+",1
"TRIM38>RNF213,+",1
"POLR2K>PHC2,+",1
"MIR99AHG>MRPS10,+",1
"FYTTD1>FZD4,+",1
"DPM3>FZD4,+",1
"HEBP2>FZD4,+",1
"GPM6A>VGLL4,+",1
"GPM6A>MIEN1,+",1
"CDKN1A>DPM3,+",1
"GPM6A>POLR2K,-",1
"MRPL32>THSD7A,+",1
"NMT1>TMEM259,+",1
"ADNP>TMEM259,+",1
"DPM3>LAPTM4B,+",1
"POLR2K>MMP24OS,+",1
"PROCR>ATP5MF,+",1
"PTMS>PPIA,+",1
"NUCB1>NDUFAF3,+",1
"NDUFAF3>NMT1,-",1
"PROCR>ARFGAP3,+",1
"SCARB2>CDK2AP2,+",1
"NMT1>TIAL1,+",1
"NUCB1>TIAL1,+",1
"NUCB1>LPAR6,+",1
"ATP5MF>ADNP,-",1
"POLR2K>ARFGAP3,+",1
"LAPTM4B>ARHGEF12,+",1
"NMT1>CFI,+",1
"NMT1>CALM3,+",1
"FOXC1>CALM3,+",1
"PROCR>CALM3,+",1
"ATP5MF>PROCR,+",1
"MRPS10>MIR99AHG,+",1
"NDUFAF3>MIR99AHG,+",1
"NDUFAF3>ADAR,+",1
"SCARB2>EIF2S1,+",1
"NMT1>PPP4R2,+",1
"AHCTF1>GHITM,-",1
"MAFF>ADAR,-",1
"CWC15>KNOP1,+",1
"MAZ>KNOP1,+",1
"AHCTF1>AKR1A1,-",1
"ADNP>POLR2I,+",1
"ITFG1>HNRNPUL1,-",1
"AR>PKN2,-",1
"PTK2B>LYRM2,+",1
"ARFGAP3>PKN2,+",1
"TRIM38>MAP3K8,+",1
"ITM2A>MAP3K8,-",1
"C8orf59>PDCD7,+",1
"MAFF>EPC1,+",1
"MIR99AHG>EPC1,+",1
"TRIM38>LYRM2,-",1
"TIAL1>LYRM2,-",1
"FYTTD1>ROBO1,+",1
"MAZ>MAFF,+",1
"NDUFAF3>AR,+",1
"HLA-DQB1>OGT,+",1
"CWC15>AHCTF1,-",1
"MAFF>AHCTF1,+",1
"HLA-DQA2>AHCTF1,-",1
"IFI44L>AHCTF1,+",1
"AR>UPF3A,-",1
"DENR>LYRM2,+",1
"TMEM109>UPF3A,+",1
"NAP1L4>PPP4R2,+",1
"HLA-DQB1>PPP4R2,+",1
"AMD1>PPP4R2,-",1
"TMEM109>PPP4R2,+",1
"HLA-DQA2>EIF3J,+",1
"ODF2L>GANAB,+",1
"SUN2>GANAB,+",1
"INPP1>ATN1,+",1
"NECAP2>NAP1L4,+",1
"MMP24OS>MRPL32,+",1
"HNRNPUL1>MRPL32,+",1
"POGZ>PDCD7,+",1
"ANKRD17>BRD7,+",1
"ABI3>BRD7,+",1
"APH1A>BRD7,+",1
"NDUFB11>ANP32B,+",1
"KIDINS220>ANP32B,+",1
"MRPL32>TAP1,+",1
"APH1A>TAP1,+",1
"CWC15>EPS15,+",1
"RTN3>IL1R1,+",1
"UGGT1>NDUFB11,+",1
"NCOA4>NDUFB11,+",1
"ARL1>NDUFB11,+",1
"POGZ>ERCC1,+",1
"KIDINS220>MIEN1,+",1
"POGZ>SSH1,+",1
"POGZ>YLPM1,+",1
"SMARCE1>ZKSCAN1,+",1
"UGCG>ZKSCAN1,+",1
"IPO7>PSMA1,+",1
"VPS53>PSMA1,+",1
"PXN>YLPM1,+",1
"TCF12>YLPM1,+",1
"MMP24OS>CTBS,+",1
"RTN3>COPA,+",1
"UGCG>CTBS,+",1
"KNOP1>SHANK3,+",1
"APH1A>MLH3,-",1
"UGGT1>MLH3,+",1
"CWC15>SSRP1,+",1
"VPS53>RB1,+",1
"CDK4>KNOP1,+",1
"MIEN1>NAP1L4,+",1
"PPP4R2>MPRIP,+",1
"MRPL32>HNRNPUL1,+",1
"SLFN5>SSFA2,+",1
"AKR1A1>TMEM109,+",1
"RAC1>TMEM109,+",1
"MET>SEPT9,+",1
"CFI>MRPL34,+",1
"SLFN5>PRRC2C,+",1
"CTBS>FRA10AC1,+",1
"AKR1A1>SCARB2,+",1
"SEPT9>SCARB2,+",1
"CFI>ANKRD17,+",1
"HSPD1>ANKRD17,+",1
"PTPRG>CRYBG3,+",1
"CTBS>GBP2,+",1
"TOP1>PPHLN1,+",1
"EPS15>PHIP,-",1
"HSPD1>COMT,+",1
"SEPT9>TMEM259,+",1
"TOP1>TMEM259,+",1
"EIF3J>ZMYND11,+",1
"MRPL32>REV1,-",1
"ANKRD17>SMC4,+",1
"RTN3>SMC4,+",1
"AR>SMC4,+",1
"CWC15>AR,+",1
"GNAQ>ZMYND11,+",1
"PPP4R2>REV1,+",1
"OTUD6B-AS1>BIRC2,+",1
"SLFN5>CANX,+",1
"SLFN5>ATP5ME,+",1
"OTUD6B-AS1>DENR,+",1
"CTBS>DENR,+",1
"AR>NF1,+",1
"PPP4R2>NF1,+",1
"KNOP1>CDK4,+",1
"CDK4>TIAL1,+",1
"NCOA4>EIF2S1,+",1
"SMC4>NDUFS6,+",1
"KIDINS220>PNKD,-",1
"VPS53>MATN2,+",1
"CDK4>MATN2,-",1
"CWC15>MMP24OS,+",1
"VPS53>PXN,+",1
"HNRNPUL1>ARL1,+",1
"CDK4>ARL1,+",1
"SPTLC2>ERCC6L2,+",1
